file,lat,lon,me
data\obs_vs_mod\horaire\lat_45.569167_lon_-0.518_me_0.00.parquet,45.569167,-0.518,0.0
data\obs_vs_mod\horaire\lat_45.573667_lon_1.724667_me_-0.01.parquet,45.573667,1.724667,-0.01
data\obs_vs_mod\horaire\lat_45.575833_lon_3.886167_me_-0.02.parquet,45.575833,3.886167,-0.02
data\obs_vs_mod\horaire\lat_45.580167_lon_-0.258333_me_0.01.parquet,45.580167,-0.258333,0.01
data\obs_vs_mod\horaire\lat_45.583333_lon_-0.05_me_0.01.parquet,45.583333,-0.05,0.01
data\obs_vs_mod\horaire\lat_45.585_lon_4.153333_me_0.00.parquet,45.585,4.153333,0.0
data\obs_vs_mod\horaire\lat_45.602667_lon_1.930333_me_-0.00.parquet,45.602667,1.930333,-0.0
data\obs_vs_mod\horaire\lat_45.608333_lon_-0.316667_me_0.01.parquet,45.608333,-0.316667,0.01
data\obs_vs_mod\horaire\lat_45.608_lon_5.309333_me_-0.00.parquet,45.608,5.309333,-0.0
data\obs_vs_mod\horaire\lat_45.6125_lon_1.4995_me_-0.01.parquet,45.6125,1.4995,-0.01
data\obs_vs_mod\horaire\lat_45.612667_lon_6.763333_me_0.00.parquet,45.612667,6.763333,0.0
data\obs_vs_mod\horaire\lat_45.6145_lon_-0.2235_me_0.00.parquet,45.6145,-0.2235,0.0
data\obs_vs_mod\horaire\lat_45.61_lon_0.44_me_0.01.parquet,45.61,0.44,0.01
data\obs_vs_mod\horaire\lat_45.627833_lon_0.099833_me_0.00.parquet,45.627833,0.099833,0.0
data\obs_vs_mod\horaire\lat_45.632333_lon_3.133667_me_-0.00.parquet,45.632333,3.133667,-0.0
data\obs_vs_mod\horaire\lat_45.633_lon_-0.974667_me_-0.00.parquet,45.633,-0.974667,-0.0
data\obs_vs_mod\horaire\lat_45.636_lon_2.744667_me_0.04.parquet,45.636,2.744667,0.04
data\obs_vs_mod\horaire\lat_45.641333_lon_5.878_me_-0.03.parquet,45.641333,5.878,-0.03
data\obs_vs_mod\horaire\lat_45.641833_lon_-0.1015_me_0.01.parquet,45.641833,-0.1015,0.01
data\obs_vs_mod\horaire\lat_45.646167_lon_0.979_me_-0.01.parquet,45.646167,0.979,-0.01
data\obs_vs_mod\horaire\lat_45.6465_lon_2.598333_me_0.02.parquet,45.6465,2.598333,0.02
data\obs_vs_mod\horaire\lat_45.647167_lon_5.983667_me_-0.02.parquet,45.647167,5.983667,-0.02
data\obs_vs_mod\horaire\lat_45.65_lon_-0.35_me_0.01.parquet,45.65,-0.35,0.01
data\obs_vs_mod\horaire\lat_45.6605_lon_5.8215_me_-0.05.parquet,45.6605,5.8215,-0.05
data\obs_vs_mod\horaire\lat_45.662333_lon_6.371833_me_-0.01.parquet,45.662333,6.371833,-0.01
data\obs_vs_mod\horaire\lat_45.665667_lon_4.692333_me_-0.01.parquet,45.665667,4.692333,-0.01
data\obs_vs_mod\horaire\lat_45.665_lon_-0.315833_me_0.01.parquet,45.665,-0.315833,0.01
data\obs_vs_mod\horaire\lat_45.669167_lon_2.833167_me_0.03.parquet,45.669167,2.833167,0.03
data\obs_vs_mod\horaire\lat_45.669_lon_2.888333_me_0.02.parquet,45.669,2.888333,0.02
data\obs_vs_mod\horaire\lat_45.670667_lon_-0.4225_me_0.01.parquet,45.670667,-0.4225,0.01
data\obs_vs_mod\horaire\lat_45.67_lon_0.02_me_0.02.parquet,45.67,0.02,0.02
data\obs_vs_mod\horaire\lat_45.685667_lon_3.782_me_0.04.parquet,45.685667,3.782,0.04
data\obs_vs_mod\horaire\lat_45.687833_lon_1.368_me_-0.01.parquet,45.687833,1.368,-0.01
data\obs_vs_mod\horaire\lat_45.688333_lon_-0.15_me_0.01.parquet,45.688333,-0.15,0.01
data\obs_vs_mod\horaire\lat_45.699_lon_3.844_me_0.04.parquet,45.699,3.844,0.04
data\obs_vs_mod\horaire\lat_45.6_lon_-0.116667_me_0.01.parquet,45.6,-0.116667,0.01
data\obs_vs_mod\horaire\lat_45.6_lon_-0.625_me_0.00.parquet,45.6,-0.625,0.0
data\obs_vs_mod\horaire\lat_45.701_lon_2.058667_me_0.01.parquet,45.701,2.058667,0.01
data\obs_vs_mod\horaire\lat_45.702667_lon_2.263667_me_-0.00.parquet,45.702667,2.263667,-0.0
data\obs_vs_mod\horaire\lat_45.705_lon_3.853167_me_0.03.parquet,45.705,3.853167,0.03
data\obs_vs_mod\horaire\lat_45.713333_lon_-0.351667_me_0.00.parquet,45.713333,-0.351667,0.0
data\obs_vs_mod\horaire\lat_45.713333_lon_4.693167_me_-0.00.parquet,45.713333,4.693167,-0.0
data\obs_vs_mod\horaire\lat_45.715_lon_3.05_me_0.00.parquet,45.715,3.05,0.0
data\obs_vs_mod\horaire\lat_45.721333_lon_4.949167_me_-0.01.parquet,45.721333,4.949167,-0.01
data\obs_vs_mod\horaire\lat_45.723_lon_3.019333_me_0.01.parquet,45.723,3.019333,0.01
data\obs_vs_mod\horaire\lat_45.7265_lon_5.077833_me_-0.00.parquet,45.7265,5.077833,-0.0
data\obs_vs_mod\horaire\lat_45.728_lon_0.220667_me_0.01.parquet,45.728,0.220667,0.01
data\obs_vs_mod\horaire\lat_45.731833_lon_0.2075_me_0.01.parquet,45.731833,0.2075,0.01
data\obs_vs_mod\horaire\lat_45.733333_lon_-0.033333_me_0.01.parquet,45.733333,-0.033333,0.01
data\obs_vs_mod\horaire\lat_45.733833_lon_1.701167_me_0.00.parquet,45.733833,1.701167,0.0
data\obs_vs_mod\horaire\lat_45.735_lon_-0.15_me_0.00.parquet,45.735,-0.15,0.0
data\obs_vs_mod\horaire\lat_45.7385_lon_4.233833_me_0.00.parquet,45.7385,4.233833,0.0
data\obs_vs_mod\horaire\lat_45.743833_lon_3.780333_me_0.03.parquet,45.743833,3.780333,0.03
data\obs_vs_mod\horaire\lat_45.753833_lon_0.76_me_-0.01.parquet,45.753833,0.76,-0.01
data\obs_vs_mod\horaire\lat_45.754_lon_3.572333_me_0.01.parquet,45.754,3.572333,0.01
data\obs_vs_mod\horaire\lat_45.755_lon_6.535333_me_-0.01.parquet,45.755,6.535333,-0.01
data\obs_vs_mod\horaire\lat_45.756333_lon_4.007333_me_-0.00.parquet,45.756333,4.007333,-0.0
data\obs_vs_mod\horaire\lat_45.761167_lon_-0.652_me_-0.01.parquet,45.761167,-0.652,-0.01
data\obs_vs_mod\horaire\lat_45.762667_lon_6.255333_me_-0.01.parquet,45.762667,6.255333,-0.01
data\obs_vs_mod\horaire\lat_45.765833_lon_0.3715_me_0.01.parquet,45.765833,0.3715,0.01
data\obs_vs_mod\horaire\lat_45.769333_lon_5.688_me_-0.02.parquet,45.769333,5.688,-0.02
data\obs_vs_mod\horaire\lat_45.770333_lon_2.962167_me_0.04.parquet,45.770333,2.962167,0.04
data\obs_vs_mod\horaire\lat_45.777167_lon_0.1015_me_0.00.parquet,45.777167,0.1015,0.0
data\obs_vs_mod\horaire\lat_45.782333_lon_6.152167_me_-0.03.parquet,45.782333,6.152167,-0.03
data\obs_vs_mod\horaire\lat_45.783333_lon_-0.426667_me_0.01.parquet,45.783333,-0.426667,0.01
data\obs_vs_mod\horaire\lat_45.786833_lon_3.149333_me_-0.00.parquet,45.786833,3.149333,-0.0
data\obs_vs_mod\horaire\lat_45.787167_lon_0.543_me_-0.00.parquet,45.787167,0.543,-0.0
data\obs_vs_mod\horaire\lat_45.796667_lon_-0.273333_me_0.00.parquet,45.796667,-0.273333,0.0
data\obs_vs_mod\horaire\lat_45.7995_lon_2.991667_me_-0.01.parquet,45.7995,2.991667,-0.01
data\obs_vs_mod\horaire\lat_45.7_lon_-1.225_me_0.04.parquet,45.7,-1.225,0.04
data\obs_vs_mod\horaire\lat_45.8015_lon_1.863167_me_-0.00.parquet,45.8015,1.863167,-0.0
data\obs_vs_mod\horaire\lat_45.803833_lon_4.278333_me_0.00.parquet,45.803833,4.278333,0.0
data\obs_vs_mod\horaire\lat_45.828667_lon_1.2675_me_-0.01.parquet,45.828667,1.2675,-0.01
data\obs_vs_mod\horaire\lat_45.828667_lon_1.4965_me_-0.00.parquet,45.828667,1.4965,-0.0
data\obs_vs_mod\horaire\lat_45.839667_lon_3.045167_me_-0.00.parquet,45.839667,3.045167,-0.0
data\obs_vs_mod\horaire\lat_45.861167_lon_1.175_me_0.00.parquet,45.861167,1.175,0.0
data\obs_vs_mod\horaire\lat_45.862167_lon_-1.204333_me_-0.00.parquet,45.862167,-1.204333,-0.0
data\obs_vs_mod\horaire\lat_45.869333_lon_4.6045_me_-0.00.parquet,45.869333,4.6045,-0.0
data\obs_vs_mod\horaire\lat_45.880167_lon_2.186_me_-0.00.parquet,45.880167,2.186,-0.0
data\obs_vs_mod\horaire\lat_45.881833_lon_0.295833_me_0.01.parquet,45.881833,0.295833,0.01
data\obs_vs_mod\horaire\lat_45.883833_lon_0.613333_me_0.01.parquet,45.883833,0.613333,0.01
data\obs_vs_mod\horaire\lat_45.888333_lon_-0.065_me_0.01.parquet,45.888333,-0.065,0.01
data\obs_vs_mod\horaire\lat_45.888_lon_-0.984667_me_0.00.parquet,45.888,-0.984667,0.0
data\obs_vs_mod\horaire\lat_45.900833_lon_0.917_me_-0.00.parquet,45.900833,0.917,-0.0
data\obs_vs_mod\horaire\lat_45.905667_lon_4.694833_me_-0.01.parquet,45.905667,4.694833,-0.01
data\obs_vs_mod\horaire\lat_45.9065_lon_4.178667_me_0.00.parquet,45.9065,4.178667,0.0
data\obs_vs_mod\horaire\lat_45.9085_lon_3.844167_me_0.02.parquet,45.9085,3.844167,0.02
data\obs_vs_mod\horaire\lat_45.916167_lon_5.624667_me_-0.02.parquet,45.916167,5.624667,-0.02
data\obs_vs_mod\horaire\lat_45.916667_lon_-0.233333_me_0.01.parquet,45.916667,-0.233333,0.01
data\obs_vs_mod\horaire\lat_45.919167_lon_3.342833_me_-0.01.parquet,45.919167,3.342833,-0.01
data\obs_vs_mod\horaire\lat_45.923333_lon_6.73_me_-0.01.parquet,45.923333,6.73,-0.01
data\obs_vs_mod\horaire\lat_45.928167_lon_6.094_me_-0.02.parquet,45.928167,6.094,-0.02
data\obs_vs_mod\horaire\lat_45.9295_lon_6.8775_me_0.05.parquet,45.9295,6.8775,0.05
data\obs_vs_mod\horaire\lat_45.931667_lon_4.3085_me_0.01.parquet,45.931667,4.3085,0.01
data\obs_vs_mod\horaire\lat_45.935167_lon_-0.687667_me_-0.00.parquet,45.935167,-0.687667,-0.0
data\obs_vs_mod\horaire\lat_45.935333_lon_4.384167_me_-0.00.parquet,45.935333,4.384167,-0.0
data\obs_vs_mod\horaire\lat_45.941667_lon_4.393333_me_-0.01.parquet,45.941667,4.393333,-0.01
data\obs_vs_mod\horaire\lat_45.942333_lon_1.725833_me_-0.01.parquet,45.942333,1.725833,-0.01
data\obs_vs_mod\horaire\lat_45.949_lon_0.062167_me_0.01.parquet,45.949,0.062167,0.01
data\obs_vs_mod\horaire\lat_45.950333_lon_5.461_me_-0.02.parquet,45.950333,5.461,-0.02
data\obs_vs_mod\horaire\lat_45.956333_lon_0.781667_me_0.00.parquet,45.956333,0.781667,0.0
data\obs_vs_mod\horaire\lat_45.957833_lon_2.187833_me_-0.00.parquet,45.957833,2.187833,-0.0
data\obs_vs_mod\horaire\lat_45.95_lon_-0.716667_me_0.01.parquet,45.95,-0.716667,0.01
data\obs_vs_mod\horaire\lat_45.9675_lon_0.442_me_-0.01.parquet,45.9675,0.442,-0.01
data\obs_vs_mod\horaire\lat_45.973333_lon_6.471833_me_-0.02.parquet,45.973333,6.471833,-0.02
data\obs_vs_mod\horaire\lat_45.9765_lon_4.650333_me_0.00.parquet,45.9765,4.650333,0.0
data\obs_vs_mod\horaire\lat_45.9765_lon_5.329333_me_-0.01.parquet,45.9765,5.329333,-0.01
data\obs_vs_mod\horaire\lat_45.9865_lon_2.393167_me_-0.00.parquet,45.9865,2.393167,-0.0
data\obs_vs_mod\horaire\lat_45.9875_lon_-0.152_me_0.00.parquet,45.9875,-0.152,0.0
data\obs_vs_mod\horaire\lat_45.988333_lon_-1.027_me_0.00.parquet,45.988333,-1.027,0.0
data\obs_vs_mod\horaire\lat_45.995667_lon_1.852833_me_-0.01.parquet,45.995667,1.852833,-0.01
data\obs_vs_mod\horaire\lat_46.003833_lon_6.9485_me_-0.00.parquet,46.003833,6.9485,-0.0
data\obs_vs_mod\horaire\lat_46.004667_lon_1.180667_me_-0.01.parquet,46.004667,1.180667,-0.01
data\obs_vs_mod\horaire\lat_46.013_lon_5.8445_me_-0.00.parquet,46.013,5.8445,-0.0
data\obs_vs_mod\horaire\lat_46.016667_lon_0.671667_me_-0.00.parquet,46.016667,0.671667,-0.0
data\obs_vs_mod\horaire\lat_46.019833_lon_-0.406667_me_-0.00.parquet,46.019833,-0.406667,-0.0
data\obs_vs_mod\horaire\lat_46.0215_lon_2.489333_me_0.00.parquet,46.0215,2.489333,0.0
data\obs_vs_mod\horaire\lat_46.022667_lon_0.178167_me_0.01.parquet,46.022667,0.178167,0.01
data\obs_vs_mod\horaire\lat_46.025_lon_3.933333_me_0.01.parquet,46.025,3.933333,0.01
data\obs_vs_mod\horaire\lat_46.028167_lon_4.110667_me_0.00.parquet,46.028167,4.110667,0.0
data\obs_vs_mod\horaire\lat_46.032667_lon_2.803833_me_0.01.parquet,46.032667,2.803833,0.01
data\obs_vs_mod\horaire\lat_46.0345_lon_4.642_me_0.00.parquet,46.0345,4.642,0.0
data\obs_vs_mod\horaire\lat_46.035333_lon_1.459667_me_-0.02.parquet,46.035333,1.459667,-0.02
data\obs_vs_mod\horaire\lat_46.046667_lon_5.073333_me_0.01.parquet,46.046667,5.073333,0.01
data\obs_vs_mod\horaire\lat_46.046833_lon_-1.411667_me_0.01.parquet,46.046833,-1.411667,0.01
data\obs_vs_mod\horaire\lat_46.048333_lon_6.588333_me_-0.02.parquet,46.048333,6.588333,-0.02
data\obs_vs_mod\horaire\lat_46.0515_lon_3.805167_me_0.00.parquet,46.0515,3.805167,0.0
data\obs_vs_mod\horaire\lat_46.0545_lon_4.040167_me_-0.01.parquet,46.0545,4.040167,-0.01
data\obs_vs_mod\horaire\lat_46.055_lon_4.0045_me_0.00.parquet,46.055,4.0045,0.0
data\obs_vs_mod\horaire\lat_46.058167_lon_4.710833_me_-0.01.parquet,46.058167,4.710833,-0.01
data\obs_vs_mod\horaire\lat_46.0635_lon_3.233667_me_-0.01.parquet,46.0635,3.233667,-0.01
data\obs_vs_mod\horaire\lat_46.0685_lon_6.399833_me_-0.00.parquet,46.0685,6.399833,-0.0
data\obs_vs_mod\horaire\lat_46.0865_lon_5.814167_me_0.00.parquet,46.0865,5.814167,0.0
data\obs_vs_mod\horaire\lat_46.093333_lon_2.029833_me_-0.02.parquet,46.093333,2.029833,-0.02
data\obs_vs_mod\horaire\lat_46.096667_lon_-0.737_me_0.00.parquet,46.096667,-0.737,0.0
data\obs_vs_mod\horaire\lat_46.09_lon_5.482_me_-0.01.parquet,46.09,5.482,-0.01
data\obs_vs_mod\horaire\lat_46.112667_lon_1.376_me_0.00.parquet,46.112667,1.376,0.0
data\obs_vs_mod\horaire\lat_46.117667_lon_4.702667_me_-0.01.parquet,46.117667,4.702667,-0.01
data\obs_vs_mod\horaire\lat_46.120667_lon_1.052833_me_-0.00.parquet,46.120667,1.052833,-0.0
data\obs_vs_mod\horaire\lat_46.121_lon_1.6285_me_0.00.parquet,46.121,1.6285,0.0
data\obs_vs_mod\horaire\lat_46.131833_lon_1.938_me_-0.01.parquet,46.131833,1.938,-0.01
data\obs_vs_mod\horaire\lat_46.135_lon_-0.401667_me_0.01.parquet,46.135,-0.401667,0.01
data\obs_vs_mod\horaire\lat_46.1525_lon_-1.159_me_0.00.parquet,46.1525,-1.159,0.0
data\obs_vs_mod\horaire\lat_46.160333_lon_0.298667_me_0.00.parquet,46.160333,0.298667,0.0
data\obs_vs_mod\horaire\lat_46.160667_lon_1.867167_me_-0.01.parquet,46.160667,1.867167,-0.01
data\obs_vs_mod\horaire\lat_46.164_lon_4.174167_me_0.01.parquet,46.164,4.174167,0.01
data\obs_vs_mod\horaire\lat_46.1665_lon_1.8545_me_0.01.parquet,46.1665,1.8545,0.01
data\obs_vs_mod\horaire\lat_46.166667_lon_3.398667_me_-0.01.parquet,46.166667,3.398667,-0.01
data\obs_vs_mod\horaire\lat_46.166667_lon_5.706667_me_-0.03.parquet,46.166667,5.706667,-0.03
data\obs_vs_mod\horaire\lat_46.168333_lon_6.692833_me_-0.02.parquet,46.168333,6.692833,-0.02
data\obs_vs_mod\horaire\lat_46.173333_lon_-1.218333_me_0.00.parquet,46.173333,-1.218333,0.0
data\obs_vs_mod\horaire\lat_46.178_lon_-1.193167_me_0.01.parquet,46.178,-1.193167,0.01
data\obs_vs_mod\horaire\lat_46.1805_lon_1.879333_me_-0.00.parquet,46.1805,1.879333,-0.0
data\obs_vs_mod\horaire\lat_46.182667_lon_4.667167_me_0.00.parquet,46.182667,4.667167,0.0
data\obs_vs_mod\horaire\lat_46.182833_lon_4.739833_me_0.01.parquet,46.182833,4.739833,0.01
data\obs_vs_mod\horaire\lat_46.186833_lon_2.424667_me_-0.01.parquet,46.186833,2.424667,-0.01
data\obs_vs_mod\horaire\lat_46.191167_lon_2.957667_me_-0.00.parquet,46.191167,2.957667,-0.0
data\obs_vs_mod\horaire\lat_46.1945_lon_-1.417667_me_0.01.parquet,46.1945,-1.417667,0.01
data\obs_vs_mod\horaire\lat_46.203333_lon_-0.728333_me_0.00.parquet,46.203333,-0.728333,0.0
data\obs_vs_mod\horaire\lat_46.204333_lon_3.816167_me_0.02.parquet,46.204333,3.816167,0.02
data\obs_vs_mod\horaire\lat_46.204333_lon_5.287667_me_0.01.parquet,46.204333,5.287667,0.01
data\obs_vs_mod\horaire\lat_46.209667_lon_1.187_me_0.00.parquet,46.209667,1.187,0.0
data\obs_vs_mod\horaire\lat_46.217_lon_4.6285_me_-0.01.parquet,46.217,4.6285,-0.01
data\obs_vs_mod\horaire\lat_46.231_lon_-0.668667_me_0.01.parquet,46.231,-0.668667,0.01
data\obs_vs_mod\horaire\lat_46.235_lon_-0.151333_me_0.00.parquet,46.235,-0.151333,0.0
data\obs_vs_mod\horaire\lat_46.236667_lon_5.11_me_0.01.parquet,46.236667,5.11,0.01
data\obs_vs_mod\horaire\lat_46.241667_lon_5.968333_me_-0.02.parquet,46.241667,5.968333,-0.02
data\obs_vs_mod\horaire\lat_46.2425_lon_1.451833_me_-0.01.parquet,46.2425,1.451833,-0.01
data\obs_vs_mod\horaire\lat_46.242833_lon_0.669667_me_0.01.parquet,46.242833,0.669667,0.01
data\obs_vs_mod\horaire\lat_46.263333_lon_6.338333_me_-0.01.parquet,46.263333,6.338333,-0.01
data\obs_vs_mod\horaire\lat_46.271667_lon_5.661667_me_-0.01.parquet,46.271667,5.661667,-0.01
data\obs_vs_mod\horaire\lat_46.275667_lon_0.190333_me_0.01.parquet,46.275667,0.190333,0.01
data\obs_vs_mod\horaire\lat_46.275833_lon_3.225667_me_-0.00.parquet,46.275833,3.225667,-0.0
data\obs_vs_mod\horaire\lat_46.2765_lon_4.296667_me_-0.01.parquet,46.2765,4.296667,-0.01
data\obs_vs_mod\horaire\lat_46.276667_lon_4.033333_me_-0.01.parquet,46.276667,4.033333,-0.01
data\obs_vs_mod\horaire\lat_46.278167_lon_5.669_me_-0.01.parquet,46.278167,5.669,-0.01
data\obs_vs_mod\horaire\lat_46.283167_lon_0.176333_me_0.01.parquet,46.283167,0.176333,0.01
data\obs_vs_mod\horaire\lat_46.2945_lon_4.794333_me_-0.01.parquet,46.2945,4.794333,-0.01
data\obs_vs_mod\horaire\lat_46.295_lon_2.746667_me_-0.00.parquet,46.295,2.746667,-0.0
data\obs_vs_mod\horaire\lat_46.298333_lon_4.321667_me_-0.01.parquet,46.298333,4.321667,-0.01
data\obs_vs_mod\horaire\lat_46.302333_lon_6.318333_me_-0.01.parquet,46.302333,6.318333,-0.01
data\obs_vs_mod\horaire\lat_46.302833_lon_5.843_me_0.02.parquet,46.302833,5.843,0.02
data\obs_vs_mod\horaire\lat_46.304_lon_4.480333_me_-0.01.parquet,46.304,4.480333,-0.01
data\obs_vs_mod\horaire\lat_46.310333_lon_6.080333_me_-0.00.parquet,46.310333,6.080333,-0.0
data\obs_vs_mod\horaire\lat_46.314833_lon_2.9525_me_0.00.parquet,46.314833,2.9525,0.0
data\obs_vs_mod\horaire\lat_46.315333_lon_1.916333_me_-0.00.parquet,46.315333,1.916333,-0.0
data\obs_vs_mod\horaire\lat_46.315833_lon_-0.400167_me_-0.00.parquet,46.315833,-0.400167,-0.0
data\obs_vs_mod\horaire\lat_46.316333_lon_-1.012167_me_0.01.parquet,46.316333,-1.012167,0.01
data\obs_vs_mod\horaire\lat_46.317833_lon_1.666833_me_0.01.parquet,46.317833,1.666833,0.01
data\obs_vs_mod\horaire\lat_46.321_lon_0.410333_me_0.00.parquet,46.321,0.410333,0.0
data\obs_vs_mod\horaire\lat_46.343333_lon_2.228333_me_-0.00.parquet,46.343333,2.228333,-0.0
data\obs_vs_mod\horaire\lat_46.352333_lon_1.985_me_-0.00.parquet,46.352333,1.985,-0.0
data\obs_vs_mod\horaire\lat_46.355167_lon_2.574667_me_0.00.parquet,46.355167,2.574667,0.0
data\obs_vs_mod\horaire\lat_46.359333_lon_2.433667_me_0.00.parquet,46.359333,2.433667,0.0
data\obs_vs_mod\horaire\lat_46.365333_lon_3.850167_me_-0.00.parquet,46.365333,3.850167,-0.0
data\obs_vs_mod\horaire\lat_46.365_lon_2.596333_me_0.01.parquet,46.365,2.596333,0.01
data\obs_vs_mod\horaire\lat_46.366667_lon_6.455_me_-0.01.parquet,46.366667,6.455,-0.01
data\obs_vs_mod\horaire\lat_46.375333_lon_3.330167_me_-0.01.parquet,46.375333,3.330167,-0.01
data\obs_vs_mod\horaire\lat_46.382333_lon_6.5825_me_-0.03.parquet,46.382333,6.5825,-0.03
data\obs_vs_mod\horaire\lat_46.385167_lon_5.448_me_-0.01.parquet,46.385167,5.448,-0.01
data\obs_vs_mod\horaire\lat_46.402167_lon_4.651_me_-0.01.parquet,46.402167,4.651,-0.01
data\obs_vs_mod\horaire\lat_46.408333_lon_4.0165_me_-0.01.parquet,46.408333,4.0165,-0.01
data\obs_vs_mod\horaire\lat_46.411833_lon_0.841167_me_0.00.parquet,46.411833,0.841167,0.0
data\obs_vs_mod\horaire\lat_46.417667_lon_0.119333_me_0.00.parquet,46.417667,0.119333,0.0
data\obs_vs_mod\horaire\lat_46.417_lon_-0.210333_me_0.00.parquet,46.417,-0.210333,0.0
data\obs_vs_mod\horaire\lat_46.425333_lon_2.2365_me_-0.00.parquet,46.425333,2.2365,-0.0
data\obs_vs_mod\horaire\lat_46.440167_lon_-1.121333_me_0.00.parquet,46.440167,-1.121333,0.0
data\obs_vs_mod\horaire\lat_46.448167_lon_-0.779833_me_0.00.parquet,46.448167,-0.779833,0.0
data\obs_vs_mod\horaire\lat_46.451333_lon_2.857_me_-0.00.parquet,46.451333,2.857,-0.0
data\obs_vs_mod\horaire\lat_46.4535_lon_3.004833_me_0.02.parquet,46.4535,3.004833,0.02
data\obs_vs_mod\horaire\lat_46.459333_lon_-0.204_me_0.00.parquet,46.459333,-0.204,0.0
data\obs_vs_mod\horaire\lat_46.459667_lon_-0.460333_me_0.01.parquet,46.459667,-0.460333,0.01
data\obs_vs_mod\horaire\lat_46.465_lon_1.668333_me_0.00.parquet,46.465,1.668333,0.0
data\obs_vs_mod\horaire\lat_46.477167_lon_-1.725833_me_0.00.parquet,46.477167,-1.725833,0.0
data\obs_vs_mod\horaire\lat_46.477833_lon_4.81_me_-0.01.parquet,46.477833,4.81,-0.01
data\obs_vs_mod\horaire\lat_46.4805_lon_0.988667_me_0.01.parquet,46.4805,0.988667,0.01
data\obs_vs_mod\horaire\lat_46.491667_lon_3.615833_me_-0.00.parquet,46.491667,3.615833,-0.0
data\obs_vs_mod\horaire\lat_46.501667_lon_-1.793333_me_0.00.parquet,46.501667,-1.793333,0.0
data\obs_vs_mod\horaire\lat_46.529333_lon_5.255333_me_-0.01.parquet,46.529333,5.255333,-0.01
data\obs_vs_mod\horaire\lat_46.536333_lon_3.423167_me_-0.00.parquet,46.536333,3.423167,-0.0
data\obs_vs_mod\horaire\lat_46.549667_lon_3.2855_me_-0.00.parquet,46.549667,3.2855,-0.0
data\obs_vs_mod\horaire\lat_46.568333_lon_0.054833_me_0.00.parquet,46.568333,0.054833,0.0
data\obs_vs_mod\horaire\lat_46.573333_lon_1.501667_me_-0.00.parquet,46.573333,1.501667,-0.0
data\obs_vs_mod\horaire\lat_46.585_lon_5.953333_me_0.01.parquet,46.585,5.953333,0.01
data\obs_vs_mod\horaire\lat_46.58_lon_3.0495_me_-0.01.parquet,46.58,3.0495,-0.01
data\obs_vs_mod\horaire\lat_46.593833_lon_0.314333_me_0.01.parquet,46.593833,0.314333,0.01
data\obs_vs_mod\horaire\lat_46.610167_lon_1.974_me_0.00.parquet,46.610167,1.974,0.0
data\obs_vs_mod\horaire\lat_46.6105_lon_3.7385_me_-0.00.parquet,46.6105,3.7385,-0.0
data\obs_vs_mod\horaire\lat_46.617167_lon_-0.571167_me_0.01.parquet,46.617167,-0.571167,0.01
data\obs_vs_mod\horaire\lat_46.620167_lon_4.879167_me_-0.01.parquet,46.620167,4.879167,-0.01
data\obs_vs_mod\horaire\lat_46.620833_lon_-1.633167_me_-0.00.parquet,46.620833,-1.633167,-0.0
data\obs_vs_mod\horaire\lat_46.625_lon_1.088333_me_0.01.parquet,46.625,1.088333,0.01
data\obs_vs_mod\horaire\lat_46.625_lon_5.228333_me_-0.01.parquet,46.625,5.228333,-0.01
data\obs_vs_mod\horaire\lat_46.627667_lon_4.477_me_-0.01.parquet,46.627667,4.477,-0.01
data\obs_vs_mod\horaire\lat_46.633333_lon_-0.525_me_-0.02.parquet,46.633333,-0.525,-0.02
data\obs_vs_mod\horaire\lat_46.636833_lon_-0.261_me_0.01.parquet,46.636833,-0.261,0.01
data\obs_vs_mod\horaire\lat_46.642_lon_0.200333_me_0.01.parquet,46.642,0.200333,0.01
data\obs_vs_mod\horaire\lat_46.6475_lon_0.502667_me_0.01.parquet,46.6475,0.502667,0.01
data\obs_vs_mod\horaire\lat_46.65_lon_4.35_me_-0.01.parquet,46.65,4.35,-0.01
data\obs_vs_mod\horaire\lat_46.6605_lon_-0.401833_me_0.00.parquet,46.6605,-0.401833,0.0
data\obs_vs_mod\horaire\lat_46.6615_lon_1.588333_me_0.00.parquet,46.6615,1.588333,0.0
data\obs_vs_mod\horaire\lat_46.661667_lon_1.798333_me_0.00.parquet,46.661667,1.798333,0.0
data\obs_vs_mod\horaire\lat_46.672667_lon_2.2235_me_-0.00.parquet,46.672667,2.2235,-0.0
data\obs_vs_mod\horaire\lat_46.685333_lon_0.678833_me_0.00.parquet,46.685333,0.678833,0.0
data\obs_vs_mod\horaire\lat_46.688667_lon_4.156_me_-0.00.parquet,46.688667,4.156,-0.0
data\obs_vs_mod\horaire\lat_46.692833_lon_5.517667_me_-0.00.parquet,46.692833,5.517667,-0.0
data\obs_vs_mod\horaire\lat_46.693667_lon_-2.330167_me_0.00.parquet,46.693667,-2.330167,0.0
data\obs_vs_mod\horaire\lat_46.703_lon_1.249833_me_0.01.parquet,46.703,1.249833,0.01
data\obs_vs_mod\horaire\lat_46.705_lon_-1.381833_me_-0.00.parquet,46.705,-1.381833,-0.0
data\obs_vs_mod\horaire\lat_46.709833_lon_4.697667_me_-0.01.parquet,46.709833,4.697667,-0.01
data\obs_vs_mod\horaire\lat_46.718333_lon_2.947667_me_0.00.parquet,46.718333,2.947667,0.0
