file,lat,lon,me
data\obs_vs_mod\horaire\lat_43.7495_lon_2.938667_me_-0.00.parquet,43.7495,2.938667,-0.0
data\obs_vs_mod\horaire\lat_43.751667_lon_7.216667_me_-0.01.parquet,43.751667,7.216667,-0.01
data\obs_vs_mod\horaire\lat_43.752333_lon_6.923167_me_0.01.parquet,43.752333,6.923167,0.01
data\obs_vs_mod\horaire\lat_43.756667_lon_5.883333_me_-0.00.parquet,43.756667,5.883333,-0.0
data\obs_vs_mod\horaire\lat_43.761833_lon_2.867167_me_-0.00.parquet,43.761833,2.867167,-0.0
data\obs_vs_mod\horaire\lat_43.768333_lon_0.346667_me_0.01.parquet,43.768333,0.346667,0.01
data\obs_vs_mod\horaire\lat_43.772833_lon_4.412833_me_-0.00.parquet,43.772833,4.412833,-0.0
data\obs_vs_mod\horaire\lat_43.775167_lon_7.428333_me_0.01.parquet,43.775167,7.428333,0.01
data\obs_vs_mod\horaire\lat_43.775_lon_6.245_me_-0.01.parquet,43.775,6.245,-0.01
data\obs_vs_mod\horaire\lat_43.778333_lon_1.321333_me_0.01.parquet,43.778333,1.321333,0.01
data\obs_vs_mod\horaire\lat_43.7795_lon_3.729333_me_-0.00.parquet,43.7795,3.729333,-0.0
data\obs_vs_mod\horaire\lat_43.785833_lon_7.488667_me_0.01.parquet,43.785833,7.488667,0.01
data\obs_vs_mod\horaire\lat_43.786667_lon_7.209167_me_0.00.parquet,43.786667,7.209167,0.0
data\obs_vs_mod\horaire\lat_43.786_lon_3.246167_me_-0.01.parquet,43.786,3.246167,-0.01
data\obs_vs_mod\horaire\lat_43.787333_lon_5.615_me_0.01.parquet,43.787333,5.615,0.01
data\obs_vs_mod\horaire\lat_43.78_lon_4.48_me_-0.01.parquet,43.78,4.48,-0.01
data\obs_vs_mod\horaire\lat_43.791167_lon_4.835_me_0.01.parquet,43.791167,4.835,0.01
data\obs_vs_mod\horaire\lat_43.792333_lon_6.7345_me_-0.01.parquet,43.792333,6.7345,-0.01
data\obs_vs_mod\horaire\lat_43.792_lon_3.457833_me_-0.01.parquet,43.792,3.457833,-0.01
data\obs_vs_mod\horaire\lat_43.792_lon_7.0485_me_-0.00.parquet,43.792,7.0485,-0.0
data\obs_vs_mod\horaire\lat_43.7945_lon_6.244833_me_-0.00.parquet,43.7945,6.244833,-0.0
data\obs_vs_mod\horaire\lat_43.795167_lon_4.090833_me_0.00.parquet,43.795167,4.090833,0.0
data\obs_vs_mod\horaire\lat_43.797_lon_5.817167_me_-0.00.parquet,43.797,5.817167,-0.0
data\obs_vs_mod\horaire\lat_43.811_lon_5.146_me_-0.01.parquet,43.811,5.146,-0.01
data\obs_vs_mod\horaire\lat_43.813667_lon_6.809333_me_-0.01.parquet,43.813667,6.809333,-0.01
data\obs_vs_mod\horaire\lat_43.816667_lon_-0.038333_me_0.01.parquet,43.816667,-0.038333,0.01
data\obs_vs_mod\horaire\lat_43.818333_lon_-0.038333_me_0.00.parquet,43.818333,-0.038333,0.0
data\obs_vs_mod\horaire\lat_43.818833_lon_0.180833_me_0.01.parquet,43.818833,0.180833,0.01
data\obs_vs_mod\horaire\lat_43.81_lon_-0.841667_me_-0.00.parquet,43.81,-0.841667,-0.0
data\obs_vs_mod\horaire\lat_43.81_lon_1.736667_me_-0.00.parquet,43.81,1.736667,-0.0
data\obs_vs_mod\horaire\lat_43.822333_lon_2.728_me_0.01.parquet,43.822333,2.728,0.01
data\obs_vs_mod\horaire\lat_43.823_lon_7.118167_me_-0.00.parquet,43.823,7.118167,-0.0
data\obs_vs_mod\horaire\lat_43.824167_lon_1.175_me_-0.01.parquet,43.824167,1.175,-0.01
data\obs_vs_mod\horaire\lat_43.829833_lon_4.640167_me_0.00.parquet,43.829833,4.640167,0.0
data\obs_vs_mod\horaire\lat_43.833333_lon_-0.55_me_0.01.parquet,43.833333,-0.55,0.01
data\obs_vs_mod\horaire\lat_43.8355_lon_5.793333_me_0.00.parquet,43.8355,5.793333,0.0
data\obs_vs_mod\horaire\lat_43.838333_lon_7.321667_me_0.01.parquet,43.838333,7.321667,0.01
data\obs_vs_mod\horaire\lat_43.8395_lon_6.000833_me_-0.00.parquet,43.8395,6.000833,-0.0
data\obs_vs_mod\horaire\lat_43.846333_lon_7.21_me_-0.00.parquet,43.846333,7.21,-0.0
data\obs_vs_mod\horaire\lat_43.847167_lon_4.834833_me_-0.01.parquet,43.847167,4.834833,-0.01
data\obs_vs_mod\horaire\lat_43.847_lon_6.727_me_-0.00.parquet,43.847,6.727,-0.0
data\obs_vs_mod\horaire\lat_43.848333_lon_5.488333_me_0.01.parquet,43.848333,5.488333,0.01
data\obs_vs_mod\horaire\lat_43.8565_lon_5.032333_me_-0.00.parquet,43.8565,5.032333,-0.0
data\obs_vs_mod\horaire\lat_43.856833_lon_4.406333_me_-0.01.parquet,43.856833,4.406333,-0.01
data\obs_vs_mod\horaire\lat_43.858167_lon_0.242833_me_0.00.parquet,43.858167,0.242833,0.0
data\obs_vs_mod\horaire\lat_43.861667_lon_7.236667_me_-0.01.parquet,43.861667,7.236667,-0.01
data\obs_vs_mod\horaire\lat_43.862333_lon_0.1325_me_0.01.parquet,43.862333,0.1325,0.01
data\obs_vs_mod\horaire\lat_43.862833_lon_7.433667_me_0.01.parquet,43.862833,7.433667,0.01
data\obs_vs_mod\horaire\lat_43.865_lon_2.0405_me_0.01.parquet,43.865,2.0405,0.01
data\obs_vs_mod\horaire\lat_43.866667_lon_3.633333_me_0.01.parquet,43.866667,3.633333,0.01
data\obs_vs_mod\horaire\lat_43.867167_lon_3.3085_me_0.01.parquet,43.867167,3.3085,0.01
data\obs_vs_mod\horaire\lat_43.868333_lon_5.301667_me_0.01.parquet,43.868333,5.301667,0.01
data\obs_vs_mod\horaire\lat_43.86_lon_3.325_me_0.01.parquet,43.86,3.325,0.01
data\obs_vs_mod\horaire\lat_43.870833_lon_4.072167_me_-0.00.parquet,43.870833,4.072167,-0.0
data\obs_vs_mod\horaire\lat_43.871167_lon_6.168833_me_-0.00.parquet,43.871167,6.168833,-0.0
data\obs_vs_mod\horaire\lat_43.876333_lon_7.006167_me_-0.01.parquet,43.876333,7.006167,-0.01
data\obs_vs_mod\horaire\lat_43.883333_lon_1.866667_me_-0.00.parquet,43.883333,1.866667,-0.0
data\obs_vs_mod\horaire\lat_43.883333_lon_7.45_me_0.01.parquet,43.883333,7.45,0.01
data\obs_vs_mod\horaire\lat_43.883667_lon_5.164833_me_-0.00.parquet,43.883667,5.164833,-0.0
data\obs_vs_mod\horaire\lat_43.891667_lon_2.836333_me_0.01.parquet,43.891667,2.836333,0.01
data\obs_vs_mod\horaire\lat_43.892_lon_5.381833_me_-0.00.parquet,43.892,5.381833,-0.0
data\obs_vs_mod\horaire\lat_43.8_lon_7.316667_me_0.00.parquet,43.8,7.316667,0.0
data\obs_vs_mod\horaire\lat_43.906833_lon_0.824833_me_0.01.parquet,43.906833,0.824833,0.01
data\obs_vs_mod\horaire\lat_43.909833_lon_-0.500167_me_0.00.parquet,43.909833,-0.500167,0.0
data\obs_vs_mod\horaire\lat_43.909833_lon_5.767167_me_0.01.parquet,43.909833,5.767167,0.01
data\obs_vs_mod\horaire\lat_43.911333_lon_4.9025_me_-0.01.parquet,43.911333,4.9025,-0.01
data\obs_vs_mod\horaire\lat_43.914667_lon_2.116333_me_0.00.parquet,43.914667,2.116333,0.0
data\obs_vs_mod\horaire\lat_43.916333_lon_-0.950833_me_-0.01.parquet,43.916333,-0.950833,-0.01
data\obs_vs_mod\horaire\lat_43.916667_lon_4.743333_me_-0.00.parquet,43.916667,4.743333,-0.0
data\obs_vs_mod\horaire\lat_43.921667_lon_2.225_me_0.00.parquet,43.921667,2.225,0.0
data\obs_vs_mod\horaire\lat_43.922333_lon_3.192167_me_0.00.parquet,43.922333,3.192167,0.0
data\obs_vs_mod\horaire\lat_43.922_lon_7.013667_me_-0.00.parquet,43.922,7.013667,-0.0
data\obs_vs_mod\horaire\lat_43.929167_lon_7.363333_me_0.01.parquet,43.929167,7.363333,0.01
data\obs_vs_mod\horaire\lat_43.930833_lon_5.372_me_0.00.parquet,43.930833,5.372,0.0
data\obs_vs_mod\horaire\lat_43.933167_lon_4.9245_me_-0.00.parquet,43.933167,4.9245,-0.0
data\obs_vs_mod\horaire\lat_43.933333_lon_0.248333_me_-0.01.parquet,43.933333,0.248333,-0.01
data\obs_vs_mod\horaire\lat_43.933333_lon_5.713333_me_0.01.parquet,43.933333,5.713333,0.01
data\obs_vs_mod\horaire\lat_43.938167_lon_5.2255_me_-0.01.parquet,43.938167,5.2255,-0.01
data\obs_vs_mod\horaire\lat_43.938667_lon_0.448_me_0.01.parquet,43.938667,0.448,0.01
data\obs_vs_mod\horaire\lat_43.940167_lon_7.513667_me_0.01.parquet,43.940167,7.513667,0.01
data\obs_vs_mod\horaire\lat_43.9405_lon_3.9_me_0.00.parquet,43.9405,3.9,0.0
data\obs_vs_mod\horaire\lat_43.943333_lon_5.241667_me_0.01.parquet,43.943333,5.241667,0.01
data\obs_vs_mod\horaire\lat_43.947_lon_3.58_me_-0.01.parquet,43.947,3.58,-0.01
data\obs_vs_mod\horaire\lat_43.948333_lon_1.94_me_0.01.parquet,43.948333,1.94,0.01
data\obs_vs_mod\horaire\lat_43.948_lon_3.752_me_-0.00.parquet,43.948,3.752,-0.0
data\obs_vs_mod\horaire\lat_43.951167_lon_2.503_me_0.00.parquet,43.951167,2.503,0.0
data\obs_vs_mod\horaire\lat_43.956833_lon_6.892333_me_-0.01.parquet,43.956833,6.892333,-0.01
data\obs_vs_mod\horaire\lat_43.958333_lon_6.511667_me_0.01.parquet,43.958333,6.511667,0.01
data\obs_vs_mod\horaire\lat_43.966667_lon_2.85_me_-0.00.parquet,43.966667,2.85,-0.0
data\obs_vs_mod\horaire\lat_43.972_lon_7.307_me_-0.00.parquet,43.972,7.307,-0.0
data\obs_vs_mod\horaire\lat_43.974333_lon_0.336_me_0.00.parquet,43.974333,0.336,0.0
data\obs_vs_mod\horaire\lat_43.977_lon_0.183_me_0.01.parquet,43.977,0.183,0.01
data\obs_vs_mod\horaire\lat_43.977_lon_6.520167_me_0.00.parquet,43.977,6.520167,0.0
data\obs_vs_mod\horaire\lat_43.979_lon_3.444_me_0.02.parquet,43.979,3.444,0.02
data\obs_vs_mod\horaire\lat_43.981_lon_1.680667_me_0.00.parquet,43.981,1.680667,0.0
data\obs_vs_mod\horaire\lat_43.986667_lon_2.023333_me_0.00.parquet,43.986667,2.023333,0.0
data\obs_vs_mod\horaire\lat_43.987667_lon_6.873333_me_-0.00.parquet,43.987667,6.873333,-0.0
data\obs_vs_mod\horaire\lat_43.987_lon_3.181833_me_0.00.parquet,43.987,3.181833,0.0
data\obs_vs_mod\horaire\lat_43.989833_lon_4.962167_me_-0.01.parquet,43.989833,4.962167,-0.01
data\obs_vs_mod\horaire\lat_43.9925_lon_4.401833_me_-0.01.parquet,43.9925,4.401833,-0.01
data\obs_vs_mod\horaire\lat_43.9935_lon_-0.045_me_-0.00.parquet,43.9935,-0.045,-0.0
data\obs_vs_mod\horaire\lat_43.996167_lon_1.715333_me_0.01.parquet,43.996167,1.715333,0.01
data\obs_vs_mod\horaire\lat_43.9985_lon_4.759667_me_0.00.parquet,43.9985,4.759667,0.0
data\obs_vs_mod\horaire\lat_43.99_lon_3.6115_me_0.00.parquet,43.99,3.6115,0.0
data\obs_vs_mod\horaire\lat_44.0025_lon_4.200333_me_-0.00.parquet,44.0025,4.200333,-0.0
data\obs_vs_mod\horaire\lat_44.021667_lon_-0.95_me_-0.00.parquet,44.021667,-0.95,-0.0
data\obs_vs_mod\horaire\lat_44.021833_lon_3.825_me_-0.01.parquet,44.021833,3.825,-0.01
data\obs_vs_mod\horaire\lat_44.021_lon_4.079667_me_-0.01.parquet,44.021,4.079667,-0.01
data\obs_vs_mod\horaire\lat_44.028_lon_1.376667_me_0.00.parquet,44.028,1.376667,0.0
data\obs_vs_mod\horaire\lat_44.02_lon_4.486667_me_-0.01.parquet,44.02,4.486667,-0.01
data\obs_vs_mod\horaire\lat_44.031167_lon_6.6295_me_-0.00.parquet,44.031167,6.6295,-0.0
data\obs_vs_mod\horaire\lat_44.035833_lon_3.7345_me_0.00.parquet,44.035833,3.7345,0.0
data\obs_vs_mod\horaire\lat_44.040667_lon_5.492833_me_0.00.parquet,44.040667,5.492833,0.0
data\obs_vs_mod\horaire\lat_44.043167_lon_7.586_me_0.01.parquet,44.043167,7.586,0.01
data\obs_vs_mod\horaire\lat_44.046667_lon_4.783333_me_0.00.parquet,44.046667,4.783333,0.0
data\obs_vs_mod\horaire\lat_44.062167_lon_5.989667_me_0.00.parquet,44.062167,5.989667,0.0
data\obs_vs_mod\horaire\lat_44.067167_lon_7.1335_me_0.02.parquet,44.067167,7.1335,0.02
data\obs_vs_mod\horaire\lat_44.068333_lon_5.396667_me_0.01.parquet,44.068333,5.396667,0.01
data\obs_vs_mod\horaire\lat_44.069_lon_7.1695_me_0.02.parquet,44.069,7.1695,0.02
data\obs_vs_mod\horaire\lat_44.071833_lon_4.143667_me_-0.01.parquet,44.071833,4.143667,-0.01
data\obs_vs_mod\horaire\lat_44.072833_lon_5.209667_me_0.00.parquet,44.072833,5.209667,0.0
data\obs_vs_mod\horaire\lat_44.073333_lon_3.977667_me_-0.02.parquet,44.073333,3.977667,-0.02
data\obs_vs_mod\horaire\lat_44.073667_lon_7.258167_me_0.02.parquet,44.073667,7.258167,0.02
data\obs_vs_mod\horaire\lat_44.07_lon_-1.253333_me_-0.01.parquet,44.07,-1.253333,-0.01
data\obs_vs_mod\horaire\lat_44.07_lon_6.186667_me_0.00.parquet,44.07,6.186667,0.0
data\obs_vs_mod\horaire\lat_44.081333_lon_3.6345_me_0.01.parquet,44.081333,3.6345,0.01
data\obs_vs_mod\horaire\lat_44.0815_lon_4.811333_me_-0.00.parquet,44.0815,4.811333,-0.0
data\obs_vs_mod\horaire\lat_44.083333_lon_6.225_me_-0.01.parquet,44.083333,6.225,-0.01
data\obs_vs_mod\horaire\lat_44.083667_lon_5.058333_me_-0.00.parquet,44.083667,5.058333,-0.0
data\obs_vs_mod\horaire\lat_44.087_lon_1.129667_me_0.00.parquet,44.087,1.129667,0.0
data\obs_vs_mod\horaire\lat_44.089_lon_6.989333_me_0.01.parquet,44.089,6.989333,0.01
data\obs_vs_mod\horaire\lat_44.099667_lon_6.930833_me_-0.00.parquet,44.099667,6.930833,-0.0
data\obs_vs_mod\horaire\lat_44.0_lon_1.916667_me_0.00.parquet,44.0,1.916667,0.0
data\obs_vs_mod\horaire\lat_44.107167_lon_2.279667_me_-0.00.parquet,44.107167,2.279667,-0.0
data\obs_vs_mod\horaire\lat_44.108333_lon_-0.096667_me_0.01.parquet,44.108333,-0.096667,0.01
data\obs_vs_mod\horaire\lat_44.1105_lon_3.872_me_0.00.parquet,44.1105,3.872,0.0
data\obs_vs_mod\horaire\lat_44.111667_lon_0.31_me_0.00.parquet,44.111667,0.31,0.0
data\obs_vs_mod\horaire\lat_44.111833_lon_2.6445_me_0.00.parquet,44.111833,2.6445,0.0
data\obs_vs_mod\horaire\lat_44.115_lon_1.503333_me_0.00.parquet,44.115,1.503333,0.0
data\obs_vs_mod\horaire\lat_44.1185_lon_3.0195_me_0.00.parquet,44.1185,3.0195,0.0
data\obs_vs_mod\horaire\lat_44.119333_lon_3.4745_me_0.00.parquet,44.119333,3.4745,0.0
data\obs_vs_mod\horaire\lat_44.121333_lon_3.5815_me_0.05.parquet,44.121333,3.5815,0.05
data\obs_vs_mod\horaire\lat_44.134833_lon_4.708333_me_-0.00.parquet,44.134833,4.708333,-0.0
data\obs_vs_mod\horaire\lat_44.1445_lon_4.861_me_-0.00.parquet,44.1445,4.861,-0.0
data\obs_vs_mod\horaire\lat_44.151167_lon_5.319667_me_-0.01.parquet,44.151167,5.319667,-0.01
data\obs_vs_mod\horaire\lat_44.151833_lon_2.866167_me_0.01.parquet,44.151833,2.866167,0.01
data\obs_vs_mod\horaire\lat_44.153667_lon_-0.859_me_-0.01.parquet,44.153667,-0.859,-0.01
data\obs_vs_mod\horaire\lat_44.154333_lon_0.1625_me_-0.00.parquet,44.154333,0.1625,-0.0
data\obs_vs_mod\horaire\lat_44.154667_lon_6.747_me_0.01.parquet,44.154667,6.747,0.01
data\obs_vs_mod\horaire\lat_44.172167_lon_0.594667_me_0.01.parquet,44.172167,0.594667,0.01
data\obs_vs_mod\horaire\lat_44.1745_lon_4.1525_me_-0.02.parquet,44.1745,4.1525,-0.02
data\obs_vs_mod\horaire\lat_44.179833_lon_5.375167_me_-0.00.parquet,44.179833,5.375167,-0.0
data\obs_vs_mod\horaire\lat_44.195333_lon_3.499_me_0.02.parquet,44.195333,3.499,0.02
data\obs_vs_mod\horaire\lat_44.1965_lon_3.630667_me_0.03.parquet,44.1965,3.630667,0.03
data\obs_vs_mod\horaire\lat_44.1_lon_6.85_me_-0.01.parquet,44.1,6.85,-0.01
data\obs_vs_mod\horaire\lat_44.202333_lon_5.538833_me_-0.01.parquet,44.202333,5.538833,-0.01
data\obs_vs_mod\horaire\lat_44.203333_lon_-0.311667_me_0.00.parquet,44.203333,-0.311667,0.0
data\obs_vs_mod\horaire\lat_44.206833_lon_3.5845_me_0.02.parquet,44.206833,3.5845,0.02
data\obs_vs_mod\horaire\lat_44.207_lon_3.7685_me_0.00.parquet,44.207,3.7685,0.0
data\obs_vs_mod\horaire\lat_44.215_lon_4.943333_me_-0.00.parquet,44.215,4.943333,-0.0
data\obs_vs_mod\horaire\lat_44.216333_lon_4.331_me_-0.01.parquet,44.216333,4.331,-0.01
data\obs_vs_mod\horaire\lat_44.220167_lon_1.704167_me_-0.00.parquet,44.220167,1.704167,-0.0
data\obs_vs_mod\horaire\lat_44.2245_lon_5.916_me_-0.01.parquet,44.2245,5.916,-0.01
data\obs_vs_mod\horaire\lat_44.226667_lon_6.631667_me_-0.01.parquet,44.226667,6.631667,-0.01
data\obs_vs_mod\horaire\lat_44.228333_lon_4.016667_me_-0.02.parquet,44.228333,4.016667,-0.02
data\obs_vs_mod\horaire\lat_44.2335_lon_2.737167_me_0.01.parquet,44.2335,2.737167,0.01
data\obs_vs_mod\horaire\lat_44.234167_lon_5.183167_me_-0.01.parquet,44.234167,5.183167,-0.01
data\obs_vs_mod\horaire\lat_44.2355_lon_5.855_me_-0.01.parquet,44.2355,5.855,-0.01
data\obs_vs_mod\horaire\lat_44.235_lon_-1.29_me_0.03.parquet,44.235,-1.29,0.03
data\obs_vs_mod\horaire\lat_44.238333_lon_2.383333_me_0.00.parquet,44.238333,2.383333,0.0
data\obs_vs_mod\horaire\lat_44.2425_lon_6.625333_me_0.01.parquet,44.2425,6.625333,0.01
data\obs_vs_mod\horaire\lat_44.243_lon_4.010167_me_-0.02.parquet,44.243,4.010167,-0.02
data\obs_vs_mod\horaire\lat_44.2465_lon_3.3035_me_-0.00.parquet,44.2465,3.3035,-0.0
data\obs_vs_mod\horaire\lat_44.257667_lon_6.921167_me_-0.01.parquet,44.257667,6.921167,-0.01
data\obs_vs_mod\horaire\lat_44.258333_lon_5.063333_me_-0.01.parquet,44.258333,5.063333,-0.01
data\obs_vs_mod\horaire\lat_44.265667_lon_1.991667_me_0.01.parquet,44.265667,1.991667,0.01
data\obs_vs_mod\horaire\lat_44.268_lon_4.430333_me_-0.01.parquet,44.268,4.430333,-0.01
data\obs_vs_mod\horaire\lat_44.271_lon_1.1155_me_0.00.parquet,44.271,1.1155,0.0
data\obs_vs_mod\horaire\lat_44.277833_lon_5.270667_me_-0.00.parquet,44.277833,5.270667,-0.0
data\obs_vs_mod\horaire\lat_44.277_lon_4.579333_me_0.00.parquet,44.277,4.579333,0.0
data\obs_vs_mod\horaire\lat_44.279333_lon_2.606333_me_0.01.parquet,44.279333,2.606333,0.01
data\obs_vs_mod\horaire\lat_44.2895_lon_5.131333_me_-0.01.parquet,44.2895,5.131333,-0.01
data\obs_vs_mod\horaire\lat_44.291667_lon_5.415_me_-0.00.parquet,44.291667,5.415,-0.0
data\obs_vs_mod\horaire\lat_44.294833_lon_5.409833_me_-0.00.parquet,44.294833,5.409833,-0.0
data\obs_vs_mod\horaire\lat_44.295667_lon_3.165667_me_-0.01.parquet,44.295667,3.165667,-0.01
data\obs_vs_mod\horaire\lat_44.296_lon_4.26_me_-0.02.parquet,44.296,4.26,-0.02
data\obs_vs_mod\horaire\lat_44.310833_lon_0.570667_me_-0.00.parquet,44.310833,0.570667,-0.0
data\obs_vs_mod\horaire\lat_44.315667_lon_3.650667_me_-0.01.parquet,44.315667,3.650667,-0.01
data\obs_vs_mod\horaire\lat_44.319167_lon_5.7945_me_-0.01.parquet,44.319167,5.7945,-0.01
data\obs_vs_mod\horaire\lat_44.3205_lon_4.658167_me_-0.00.parquet,44.3205,4.658167,-0.0
data\obs_vs_mod\horaire\lat_44.3205_lon_5.317_me_-0.01.parquet,44.3205,5.317,-0.01
data\obs_vs_mod\horaire\lat_44.326667_lon_6.0305_me_-0.01.parquet,44.326667,6.0305,-0.01
data\obs_vs_mod\horaire\lat_44.331833_lon_0.413167_me_0.00.parquet,44.331833,0.413167,0.0
data\obs_vs_mod\horaire\lat_44.336667_lon_4.9055_me_-0.00.parquet,44.336667,4.9055,-0.0
data\obs_vs_mod\horaire\lat_44.337333_lon_5.060167_me_-0.01.parquet,44.337333,5.060167,-0.01
data\obs_vs_mod\horaire\lat_44.342833_lon_3.9615_me_-0.00.parquet,44.342833,3.9615,-0.0
data\obs_vs_mod\horaire\lat_44.343333_lon_-0.868333_me_0.01.parquet,44.343333,-0.868333,0.01
data\obs_vs_mod\horaire\lat_44.356667_lon_5.121667_me_-0.01.parquet,44.356667,5.121667,-0.01
data\obs_vs_mod\horaire\lat_44.357833_lon_2.317167_me_0.00.parquet,44.357833,2.317167,0.0
data\obs_vs_mod\horaire\lat_44.359167_lon_5.1155_me_-0.01.parquet,44.359167,5.1155,-0.01
data\obs_vs_mod\horaire\lat_44.3615_lon_4.860833_me_-0.00.parquet,44.3615,4.860833,-0.0
data\obs_vs_mod\horaire\lat_44.363833_lon_3.4125_me_0.01.parquet,44.363833,3.4125,0.01
data\obs_vs_mod\horaire\lat_44.365667_lon_3.738333_me_-0.00.parquet,44.365667,3.738333,-0.0
data\obs_vs_mod\horaire\lat_44.366667_lon_2.856667_me_0.01.parquet,44.366667,2.856667,0.01
data\obs_vs_mod\horaire\lat_44.366667_lon_3.233333_me_-0.00.parquet,44.366667,3.233333,-0.0
data\obs_vs_mod\horaire\lat_44.368333_lon_-0.518333_me_0.01.parquet,44.368333,-0.518333,0.01
data\obs_vs_mod\horaire\lat_44.371833_lon_2.023667_me_0.01.parquet,44.371833,2.023667,0.01
data\obs_vs_mod\horaire\lat_44.373667_lon_1.435_me_-0.00.parquet,44.373667,1.435,-0.0
data\obs_vs_mod\horaire\lat_44.376667_lon_1.438333_me_-0.00.parquet,44.376667,1.438333,-0.0
data\obs_vs_mod\horaire\lat_44.3875_lon_5.462167_me_-0.01.parquet,44.3875,5.462167,-0.01
data\obs_vs_mod\horaire\lat_44.391167_lon_6.670167_me_-0.00.parquet,44.391167,6.670167,-0.0
data\obs_vs_mod\horaire\lat_44.391833_lon_4.403667_me_-0.01.parquet,44.391833,4.403667,-0.01
data\obs_vs_mod\horaire\lat_44.391833_lon_6.333333_me_0.00.parquet,44.391833,6.333333,0.0
data\obs_vs_mod\horaire\lat_44.408667_lon_5.951667_me_-0.01.parquet,44.408667,5.951667,-0.01
data\obs_vs_mod\horaire\lat_44.410333_lon_2.4825_me_0.01.parquet,44.410333,2.4825,0.01
data\obs_vs_mod\horaire\lat_44.4115_lon_4.295833_me_-0.01.parquet,44.4115,4.295833,-0.01
data\obs_vs_mod\horaire\lat_44.411667_lon_4.118_me_0.01.parquet,44.411667,4.118,0.01
data\obs_vs_mod\horaire\lat_44.4155_lon_4.150833_me_-0.01.parquet,44.4155,4.150833,-0.01
data\obs_vs_mod\horaire\lat_44.429167_lon_4.725333_me_-0.00.parquet,44.429167,4.725333,-0.0
data\obs_vs_mod\horaire\lat_44.430167_lon_4.989833_me_-0.01.parquet,44.430167,4.989833,-0.01
data\obs_vs_mod\horaire\lat_44.4305_lon_0.614_me_0.00.parquet,44.4305,0.614,0.0
data\obs_vs_mod\horaire\lat_44.431667_lon_-1.2475_me_0.00.parquet,44.431667,-1.2475,0.0
data\obs_vs_mod\horaire\lat_44.431667_lon_5.367_me_-0.01.parquet,44.431667,5.367,-0.01
data\obs_vs_mod\horaire\lat_44.435_lon_-1.253333_me_0.02.parquet,44.435,-1.253333,0.02
data\obs_vs_mod\horaire\lat_44.438333_lon_-0.23_me_0.00.parquet,44.438333,-0.23,0.0
data\obs_vs_mod\horaire\lat_44.441667_lon_3.928333_me_0.00.parquet,44.441667,3.928333,0.0
data\obs_vs_mod\horaire\lat_44.448_lon_-0.882_me_-0.00.parquet,44.448,-0.882,-0.0
data\obs_vs_mod\horaire\lat_44.4515_lon_3.748167_me_0.02.parquet,44.4515,3.748167,0.02
data\obs_vs_mod\horaire\lat_44.452167_lon_6.033333_me_-0.01.parquet,44.452167,6.033333,-0.01
data\obs_vs_mod\horaire\lat_44.461333_lon_4.234833_me_0.00.parquet,44.461333,4.234833,0.0
data\obs_vs_mod\horaire\lat_44.463167_lon_-0.186167_me_0.00.parquet,44.463167,-0.186167,0.0
data\obs_vs_mod\horaire\lat_44.465333_lon_3.3405_me_-0.01.parquet,44.465333,3.3405,-0.01
data\obs_vs_mod\horaire\lat_44.475833_lon_5.8155_me_-0.01.parquet,44.475833,5.8155,-0.01
data\obs_vs_mod\horaire\lat_44.493333_lon_1.208167_me_0.01.parquet,44.493333,1.208167,0.01
data\obs_vs_mod\horaire\lat_44.4935_lon_-0.791_me_0.00.parquet,44.4935,-0.791,0.0
data\obs_vs_mod\horaire\lat_44.494_lon_3.852_me_0.02.parquet,44.494,3.852,0.02
data\obs_vs_mod\horaire\lat_44.498167_lon_0.193333_me_0.00.parquet,44.498167,0.193333,0.0
data\obs_vs_mod\horaire\lat_44.505167_lon_3.667667_me_0.00.parquet,44.505167,3.667667,0.0
data\obs_vs_mod\horaire\lat_44.505333_lon_5.576667_me_-0.01.parquet,44.505333,5.576667,-0.01
data\obs_vs_mod\horaire\lat_44.506_lon_3.527333_me_0.00.parquet,44.506,3.527333,0.0
data\obs_vs_mod\horaire\lat_44.5095_lon_5.097167_me_-0.02.parquet,44.5095,5.097167,-0.02
data\obs_vs_mod\horaire\lat_44.514667_lon_2.827833_me_0.00.parquet,44.514667,2.827833,0.0
data\obs_vs_mod\horaire\lat_44.516833_lon_3.489833_me_-0.01.parquet,44.516833,3.489833,-0.01
data\obs_vs_mod\horaire\lat_44.5335_lon_3.007667_me_0.02.parquet,44.5335,3.007667,0.02
data\obs_vs_mod\horaire\lat_44.533667_lon_3.4545_me_-0.00.parquet,44.533667,3.4545,-0.0
data\obs_vs_mod\horaire\lat_44.533_lon_4.0725_me_-0.02.parquet,44.533,4.0725,-0.02
data\obs_vs_mod\horaire\lat_44.534667_lon_-1.132_me_-0.00.parquet,44.534667,-1.132,-0.0
data\obs_vs_mod\horaire\lat_44.535167_lon_5.454333_me_-0.01.parquet,44.535167,5.454333,-0.01
data\obs_vs_mod\horaire\lat_44.536667_lon_3.216667_me_0.01.parquet,44.536667,3.216667,0.01
data\obs_vs_mod\horaire\lat_44.537167_lon_4.368167_me_-0.01.parquet,44.537167,4.368167,-0.01
data\obs_vs_mod\horaire\lat_44.5375_lon_3.834333_me_0.02.parquet,44.5375,3.834333,0.02
data\obs_vs_mod\horaire\lat_44.538833_lon_4.582833_me_-0.01.parquet,44.538833,4.582833,-0.01
