id,lat,lon,nom,horaire,quotidienne
01407001,45.953335,5.824,SEYSSEL,False,True
01408001,46.248333,5.455,SIMANDRE,False,True
01414001,45.91617,5.624667,SUTRIEU,True,True
01416001,45.923332,5.506667,TENAY,False,True
01419001,46.24167,5.968333,THOIRY,True,True
01420001,46.173332,4.801667,THOISSEY,False,True
01426001,46.22167,5.366667,TREFFORT,False,True
01427001,45.891666,4.773333,TREVOUX,False,True
01430001,46.041668,5.313333,VARAMBON BOURG,False,True
01441001,46.088833,5.540833,VIEU,False,True
01447001,46.183334,5.378333,VILLEREVERSURE,False,True
01452001,45.833332,5.65,VIRIEU-LE-GRAND,False,True
01452002,45.85,5.651667,VIRIEU-LE-GRAND BOURG,False,True
01453001,45.906834,5.718167,VIRIEU-LE-PETIT,False,True
01457001,46.218334,4.99,VONNAS,False,True
02011001,49.38,3.181667,AMBLENY BOURG,False,True
02022001,49.263332,3.505,ARCY-STE-RESTIT,False,True
02031001,49.834,4.2005,AUBENTON,False,True
02035001,49.86667,3.65,AUDIGNY,False,True
02037001,49.613335,3.6,AULNOIS-SOUS-LAON,False,True
02037002,49.59567,3.610333,AULNOIS-SS-LAON,True,True
02058001,49.39033,3.732667,BEAURIEUX,True,True
02065001,49.96,3.235,BELLICOURT RIQUEVAL,False,True
02068001,49.77833,3.756667,BERLANCOURT AGGLOMERATION,False,True
02073001,49.40333,3.903333,BERRY-AU-BAC AGGLOMERATION,False,True
02073002,49.40333,3.903333,BERRY-AU-BAC CANAL,False,True
02083001,49.128334,3.468333,BEUVARDES FERME D'ARTOIS,False,True
02085001,49.08,3.393333,BEZU-SAINT-GERMAIN SANEF,False,True
02086001,49.579334,3.210833,BICHANCOURT,False,True
02094001,49.009666,3.462667,BLESMES,True,True
02095001,49.983334,3.45,BOHAIN-EN-VERMA,False,True
02095002,49.986668,3.453333,BOHAIN-EN-VERMANDOIS,False,True
02100001,50.003166,3.2245,BONY,False,True
02109001,49.891666,3.968333,LA BOUTEILLE,False,True
02110001,49.344166,3.5275,BRAINE - MAN,False,True
02110002,49.351334,3.527,BRAINE,True,True
02114001,49.048668,3.421167,BRASLES,False,True
02133001,49.646667,3.901667,BUCY-LES-PIERREPONT,False,True
02135001,49.961666,3.838333,BUIRONFOSSE,False,True
02153001,49.553333,3.498333,CESSIERES,False,True
02157001,49.591667,3.655,CHAMBRY AGGLOMERATION,False,True
02163001,48.983334,3.3,CHARLY,False,True
02168001,49.045,3.401667,CHATEAU-THIERRY,False,True
02173001,49.61667,3.218333,CHAUNY RUE DU PORT,False,True
02173002,49.633835,3.197833,CHAUNY,True,True
02182001,49.816666,3.733333,CHEVENNES,False,True
02184001,49.755,3.571667,CHEVRESIS-MONCEAU,False,True
02197001,49.966667,3.966667,CLAIRFONTAINE,True,True
02199001,49.742832,3.2285,CLASTRES,False,True
02217001,49.518333,3.321667,COUCY-LE-CHATEAU-TRAVERSIERE,False,True
02217002,49.518333,3.321667,COUCY-LE-CHATEAU-AUFFRIQUE,False,True
02217003,49.518333,3.321667,COUCY-LE-CHATEAU-AUFFRIQUE-AGG,False,True
02219001,49.550667,3.361167,COUCY-LA-VILLE,False,True
02220001,49.21417,3.605833,COULONGES-COHAN,False,True
02237001,49.696667,3.626667,CRECY-SUR-SERRE,False,True
02239001,49.05,3.5,CREZANCY,False,True
02239002,49.046665,3.51,CREZANCY AGGLOMERATION,False,True
02258001,49.14633,3.197333,DAMMARD,False,True
02264001,49.63,4.021667,DIZY-LE-GROS AGGLOMERATION,False,True
02277001,49.463333,3.241667,EPAGNY RUE PRINCIPALE,False,True
02278001,49.875,4.0595,EPARCY,False,True
02295001,49.90167,3.913333,ETREAUPONT BOURG,False,True
02298001,49.98783,3.646833,ETREUX,False,True
02298003,49.993332,3.653333,ETREUX ECLUSE,False,True
02301001,49.531666,3.465,FAUCOUCOURT FERME D'HUEZ,False,True
02301002,49.527332,3.462167,FAUCOUCOURT,False,True
02304001,49.661667,3.365,LA FERE AGGLOMERATION,False,True
02307001,49.173332,3.13,LA FERTE-MILON,False,True
02308001,50.06,3.726667,FESMY-LE-SART,False,True
02320001,49.818333,3.206,ST QUENTIN,True,True
02321001,49.836334,3.8795,FONTAINE-VV MAN,False,True
02321002,49.837334,3.877833,FONTAINE-LES-VV,True,True
02329001,49.61,3.471667,FOURDRAIN AGGLOMERATION,False,True
02345001,49.733334,3.288333,GIBERCOURT BOURG,False,True
02346001,49.599834,3.781,GIZY,True,True
02360001,49.435,3.966667,GUIGNICOURT AGGLOMERATION,False,True
02361001,49.90167,3.626667,GUISE FLAVIGNY-LE-PETIT,False,True
02361002,49.902832,3.620833,GUISE,False,True
02381001,49.922,4.077167,HIRSON,True,True
02381002,49.921665,4.081667,HIRSON PONTS-ET-CHAUSSEES,False,True
02387001,49.808334,3.346667,ITANCOURT FERME GERMAIN,False,True
02397001,49.718334,3.231667,JUSSY CGTVN,False,True
02408001,49.564335,3.631667,LAON,False,True
02408002,49.57,3.596667,LAON,False,True
02408003,49.559166,3.612167,LAON ECOLE NORMALE,False,True
02408004,49.5645,3.623833,LAON BOURG,False,True
02408022,49.57083,3.605,LAON STATION AGRONOMIQUE,False,True
02409001,49.606667,3.965,LAPPION,False,True
02433001,49.685833,4.0235,LISLET,False,True
02457001,49.583332,3.816667,MARCHAIS ECOLE,False,True
02457002,49.583332,3.816667,MARCHAIS CHATEAU,False,True
02465001,49.041668,3.23,MARIGNY-EN-ORXOIS,False,True
02468001,49.74,3.771667,MARLE SUCRERIE,False,True
02468002,49.74,3.771667,MARLE AGGLOMERATION,False,True
02471001,49.48567,3.693167,MARTIGNY-COURPI,True,True
02471003,49.488335,3.678333,MARTIGNY-COURPIERRE ECOLE,False,True
02475001,49.419834,4.0055,MENNEVILLE,False,True
02502001,49.69,4.0215,MONTCORNET,False,True
02503001,49.843334,3.498333,MONT-D'ORIGNY RUE A. WARIN,False,True
02504001,49.736668,3.258333,MONTESCOURT-LIZEROLLES BOURG,False,True
02505001,48.97333,3.441,MONTFAUCON,False,True
02537001,49.435,3.451667,NANTEUIL-LA-FOSSE,False,True
02545001,49.713333,3.838333,LA NEUVILLE-BOSMONT ECOLE,False,True
02558001,50.00783,3.7765,NOUVION-EN-T,False,True
02558002,50.016666,3.786667,LE NOUVION-EN-THIERACHE,False,True
02567001,49.928333,4.006667,OHIS RUE DE FOUGERE,False,True
02575001,49.83917,3.481,ORIGNY-STE-BENO,False,True
02577001,49.434166,3.550833,OSTEL,False,True
02580001,49.208668,3.417,OULCHY-LE-CHATE,False,True
02585001,49.280167,3.331,PARCY-ET-TIGNY,True,True
02590001,48.953335,3.553333,PARGNY-LA-DHUYS LES SOURCES,False,True
02590002,48.953335,3.553333,PARGNY-LA-DHUYS AGGLOMERATION,False,True
02594001,49.16517,3.199667,PASSY EN VALOIS,True,True
02602001,49.488335,3.446667,PINON,False,True
02608001,49.83,4.036667,PLOMION,False,True
02613001,49.406666,3.821667,PONTAVERT BOURG,False,True
02614001,49.9075,3.203,PONTRU,False,True
02617001,49.683834,3.597333,POUILLY-SUR-SERRE,False,True
02626001,49.463333,3.970667,PROUVAIS,False,True
02643001,49.395832,3.1865,RESSONS-LE-LONG,False,True
02643002,49.3835,3.147667,RESSONS LE LONG,False,True
02648001,49.753334,3.468333,RIBEMONT SURFONTAINE,False,True
02651001,49.65167,3.426667,ROGECOURT MONTROUGE,False,True
02652001,49.766666,3.815667,ROGNY,False,True
02668001,49.825,3.71,SAINS-RICHAUMONT BOURG,False,True
02668002,49.823334,3.703333,SAINS-RICHAUMONT,False,True
02674001,49.773167,4.071667,ST-CLEMENT,False,True
02680001,49.595,3.376667,SAINT-GOBAIN SANATORIUM,False,True
02680002,49.601665,3.378333,SAINT-GOBAIN LA GRANGE,False,True
02684001,49.92,4.13,SAINT-MICHEL GENDARMERIE,False,True
02691001,49.834167,3.303167,ST-QUENTIN MAN,False,True
02691003,49.84833,3.286667,SAINT-QUENTIN BOURG,False,True
02691012,49.84833,3.285,SAINT-QUENTIN AGGLOMERATION,False,True
02705001,49.566,4.0365,NIZY-LE-COMTE,True,True
02710001,49.78,3.211667,SERAUCOURT-LE-GRAND BOURG,False,True
02720001,49.571667,3.893333,SISSONNE AGGLOMERATION,False,True
02722002,49.390667,3.310667,SOISSONS,False,True
02722004,49.38,3.325,SOISSONS,False,True
02722006,49.38,3.325,SOISSONS GENDARMERIE,False,True
02722007,49.38,3.325,SOISSONS BOURG,False,True
02722008,49.38,3.325,SOISSONS BOURG,False,True
02732001,49.75,3.466667,SURFONTAINE,False,True
02734001,49.312668,3.044,TAILLEFONTAINE,False,True
02738001,49.663834,3.320667,TERGNIER,True,True
02738002,49.67,3.291667,TERGNIER QUESSY,False,True
02758001,49.412167,3.519333,VAILLY-SUR-AISN,False,True
02780001,49.36667,3.391667,VENIZEL ECOLE,False,True
02787001,49.65,3.673333,VERNEUIL-SUR-SERRE BOURG,False,True
02789001,49.835,3.908333,VERVINS FPA - ECOLE AGRICOLE,False,True
02789003,49.835,3.908333,VERVINS AGGLOMERATION,False,True
02798001,48.896667,3.398333,VIELS-MAISONS LE CORNILLIER,False,True
02802001,49.659668,3.995167,VILLE-AUX-BOIS,False,True
02810001,49.25,3.083333,VILLERS-COTTERE,False,True
02814001,49.9215,3.673833,VILLERS-LES-G,False,True
02815001,49.78,3.093333,VILLERS-SAINT-CHRISTOPHE,False,True
02822001,49.303333,3.103333,VIVIERES,False,True
03003001,46.705666,2.696,AINAY-LE-CHATE,False,True
03005001,46.359333,2.433667,ARCHIGNAT,True,True
03005002,46.3325,2.385833,ARCHIGNAT-SPC,True,True
03006001,46.15333,3.728333,ARFEUILLES,False,True
03006002,46.155,3.728333,ARFEUILLES LES BIEFS,False,True
03006003,46.163666,3.7355,ARFEUILLES,False,True
03009001,46.6735,3.1865,AUBIGNY,False,True
03013001,46.588333,3.306667,AVERMES RUE DES GATEAUX,True,True
03015001,46.658333,3.205,BAGNEUX DOMAINE DU SOURD,False,True
03015002,46.658333,3.205,BAGNEUX LE SAULT,False,True
03022001,46.2,3.08,BELLENAVES BOURG,False,True
03022002,46.20017,3.085333,BELLENAVES-SPC,True,True
03023001,46.11667,3.406667,BELLERIVE-SUR-ALLIER BOURG,False,True
03025001,46.443333,3.363333,BESSAY-SUR-ALLIER,False,True
03029001,46.233334,3.431667,BILLY,True,True
03036001,46.586,3.057167,BOURBON-L ARCH,False,True
03036002,46.58,3.0495,BOURBON_SAPC,True,True
03036003,46.56817,3.091833,BOURBON-L'ARCH,False,True
03036004,46.583332,3.056667,BOURBON-L'ARCHAMBAULT,False,True
03037001,46.665,2.653333,BRAIZE LES LANDES BLANCHES,False,True
03038001,46.328335,3.223333,BRANSAT,False,True
03043001,46.18717,3.267667,BROUT-VERNET,False,True
03046001,46.4535,3.004833,BUXIERES,True,True
03048002,46.61667,2.818333,CERILLY LE POINT DU JOUR,False,True
03048004,46.61667,2.818333,CERILLY AGGLOMERATION,False,True
03048005,46.59833,2.776667,CERILLY,False,True
03048006,46.6185,2.8085,CERILLY,False,True
03053001,46.236668,3.15,CHANTELLE LA FONT VINEE,False,True
03053003,46.2315,3.155333,CHANTELLE,False,True
03055001,46.42,2.503333,LA CHAPELAUDE AGGLOMERATION,False,True
03059001,46.275833,3.225667,CHAREIL-CINTRAT_SAPC,True,True
03060001,46.166668,3.398667,VICHY-CHARMEIL,True,True
03061001,46.0635,3.233667,CHARMES_SAPC,True,True
03064001,46.765,3.03,CHATEAU-SUR-ALLIER ECOLE,False,True
03066001,46.11667,3.683333,CHATEL-MONTAGNE,False,True
03066002,46.115,3.666667,CHATEL-MTG,False,True
03066003,46.1155,3.683,CHATEL-MONTAGNE,True,True
03073001,46.488335,3.315833,CHEMILLY,False,True
03074001,46.63067,3.549167,CHEVAGNES,True,True
03082001,46.288334,2.741667,COMMENTRY ECOLE,False,True
03082002,46.288334,2.741667,COMMENTRY AGGLOMERATION,False,True
03082003,46.295,2.746667,COMMENTRY,True,True
03083001,46.351665,3.305,CONTIGNY LA RACHERIE,False,True
03083002,46.3535,3.292333,CONTIGNY,False,True
03084001,46.47333,2.828333,COSNE,False,True
03084003,46.47333,2.83,COSNE-D'ALLIER,False,True
03084004,46.462334,2.840333,COSNE D'ALLIER,False,True
03087001,46.679832,2.853333,COULEUVRE,False,True
03089001,46.216667,3.011667,COUTANSOUZE,False,True
03092002,46.446835,3.145,CRESSANGES-SPC,True,True
03098001,46.355,2.618333,DESERTINES LA VERNE - JARDINS,False,True
03099001,46.364666,3.012667,DEUX-CHAISES BOUILLE,False,True
03100001,46.541668,3.706667,DIOU,True,True
03102001,46.521667,3.678333,DOMPIERRE-SUR-BESBRE,False,True
03103001,46.3555,3.782667,LE DONJON,False,True
03106002,46.251667,2.695667,DURDAT-LAREQUILLE,True,True
03107001,46.11767,3.089167,EBREUIL,False,True
03108001,46.191166,2.957667,ECHASSIERES_SAPC,True,True
03114001,46.37533,3.330167,FERTE-HAUTERIVE,True,True
03115001,46.264,3.178667,FLEURIEL TAXAT,False,True
03117001,46.636665,3.033333,FRANCHESSE MARGEAT,False,True
03117002,46.636665,3.033333,FRANCHESSE CHATEAU DU VALLAT,False,True
03118001,46.110332,3.198667,GANNAT,False,True
03118002,46.1,3.196667,GANNAT MONTEIGNET - FONTORTE,False,True
03121001,46.636665,3.411667,GENNETINES PLAMONT,False,True
03125001,45.98467,3.639833,LA GUILLERMIE,True,True
03127001,46.501167,2.757333,HERISSON,False,True
03127002,46.50833,2.711667,HERISSON BOURG,False,True
03127004,46.50833,2.711667,HERISSON PONTS-ET-CHAUSSEES,False,True
03127005,46.507668,2.712167,HERISSON-SPC,True,True
03130001,46.68833,2.793333,ISLE-ET-BARDAIS CARRAGUT,False,True
03130002,46.663334,2.730167,ISLE-ET-BARDAIS,True,True
03130003,46.68833,2.793333,ISLE-ET-BARDAIS MARMANDE,False,True
03130004,46.68833,2.793333,ISLE-ET-BARDAIS TRONCAIS,False,True
03132001,46.36933,3.591,JALIGNY,False,True
03135001,46.176334,2.983667,LALIZOLLE,False,True
03135002,46.143665,3.0205,LALIZOLLE,False,True
03138001,46.248333,3.638333,LAPALISSE,False,True
03138002,46.248333,3.628333,LAPALISSE LES MINAIRES,False,True
03138003,46.248333,3.628333,LAPALISSE AGGLOMERATION,False,True
03139002,46.004333,3.797833,LAPRUGNE,False,True
03139003,46.013332,3.721667,LAPRUGNE LA MANILLIERE,False,True
03149001,46.306667,3.243333,LOUCHY-MONTFAND GOUZOLLES,False,True
03149002,46.303665,3.241833,LOUCHY-MONTFAND,False,True
03155001,46.730167,2.935167,LURCY-LEVIS,False,True
03155003,46.718334,2.947667,LURCY-LEVIS SA,True,True
03156001,46.588833,3.484333,LUSIGNY,False,True
03158001,46.4935,2.691333,MAILLET,False,True
03159001,46.30033,2.7775,MALICORNE,True,True
03161001,46.166,2.638333,MARCILLAT-EN-COMBRAILLES,False,True
03162001,46.58167,3.195833,MARIGNY,True,True
03165001,46.07683,3.684,MAYET-DE-MONTAG,False,True
03165002,46.07,3.666667,LE MAYET-DE-MONTAGNE-EDF,False,True
03165003,46.07,3.666667,LE MAYET-DE-MONTAGNE BOURG,False,True
03165004,46.07,3.666667,LE MAYET-DE-MONTAGNE,False,True
03165005,46.072834,3.661667,LE-MAYET-DE-MONTAGNE-SPC,True,True
03168001,46.610832,2.610167,MEAULNE,False,True
03180001,46.53633,3.423167,MONTBEUGNY,True,True
03181001,46.351665,3.738333,MONTCOMBROUX-LES-MINES,False,True
03183001,46.408333,3.053333,LE MONTET PEPINIERES,False,True
03185001,46.32,2.606667,MONTLUCON,False,True
03185002,46.34,2.605,MONTLUCON,False,True
03185006,46.365,2.596333,MONTLUCON,True,True
03185007,46.355167,2.574667,MONTLUCON,True,True
03185008,46.351665,2.598333,MONTLUCON-SPC,True,True
03186001,46.314835,2.9525,MONTMARAULT,True,True
03186002,46.316666,2.955,MONTMARAULT AGGLOMERATION,False,True
03186003,46.315,2.953333,MONTMARAULT-SPC,True,True
03187001,46.3275,3.449167,MONTOLDRE,False,True
03190001,46.566666,3.333333,MOULINS PONTS-ET-CHAUSSEES,False,True
03190002,46.566666,3.333333,MOULINS ECOLE NORMALE,True,True
03190003,46.56167,3.325667,MOULINS-SPC,True,True
03193001,46.483334,2.616667,NASSIGNY,False,True
03193002,46.5,2.605,NASSIGNY,False,True
03195001,46.286667,2.66,NERIS-LES-BAINS BOURG,False,True
03197001,46.463333,3.431667,NEUILLY-LE-REAL,False,True
03200001,46.549667,3.2855,NEUVY,True,True
03203001,46.655,3.61,PARAY-LE-FRESIL,False,True
03204001,46.2835,3.337833,PARAY-SOUS-BRIAILLES,True,True
03211001,46.31167,2.536667,PREMILHAT,False,True
03214001,46.421665,3.031667,ROCLES SANATORIUM,False,True
03220001,46.146667,3.136667,SAINT-BONNET-DE-ROCHEFORT,False,True
03221001,46.66,2.693333,SAINT-BONNET-TRONCAIS,False,True
03224001,46.06167,3.703333,SAINT-CLEMENT AGGLOMERATION,False,True
03226001,46.365334,3.850167,SAINT DIDIER_SAPC,True,True
03236001,46.1905,3.435833,SAINT-GERMAIN-DES-FOSSES,True,True
03237001,46.178333,3.213333,SAINT-GERMAIN-DE-SALLES ECOLE,False,True
03238001,46.493332,3.021667,SAINT-HILAIRE BOURG,False,True
03240001,46.4025,3.685833,ST-LEON,True,True
03248001,46.0515,3.805167,ST-NICOLAS,True,True
03253001,46.49167,3.615833,ST-POURCAIN-BES,True,True
03253002,46.476665,3.653333,SAINT-POURCAIN-SUR-BESBRE-SPC,True,True
03254001,46.306667,3.29,SAINT-POURCAIN-SUR-SIOULE,False,True
03254002,46.306667,3.29,SAINT-POURCAIN-SUR-SIOULE-AGG,False,True
03257001,46.238335,3.635,SAINT-PRIX,False,True
03257002,46.229168,3.647167,SAINT-PRIX-SPC,True,True
03266001,46.255,3.475,SANSSAT SAINT-ALYRE,False,True
03277001,46.289833,3.057,TARGET,False,True
03277002,46.288334,3.061667,TARGET AGGLOMERATION,False,True
03279001,46.24167,2.535833,TEILLET-ARGENTY-SPC,True,True
03285001,46.451332,2.857,TORTEZAIS_SAPC,True,True
03287001,46.40333,3.173333,TREBAN BOURG,False,True
03291001,46.328335,3.593333,TREZELLES LE PETIT ROCHEFORT,False,True
03292001,46.40333,3.103333,TRONGET,False,True
03293001,46.625,2.59,URCAY MAIRIE,False,True
03297001,46.546665,2.615,VALLON-EN-SULL,False,True
03310001,46.11767,3.439,VICHY-VILLE,True,True
03310002,46.13,3.426667,VICHY RUE DE VINGRE,False,True
03311001,46.1495,3.089167,VICQ,False,True
03316001,46.665833,3.251833,VILLENEUVE,False,True
03316002,46.658333,3.25,VILLENEUVE-SUR-ALLIER-PARC,False,True
03319001,46.328335,3.063333,VOUSSAC,False,True
03321001,46.579166,3.352833,YZEURE,True,True
04001002,44.071667,6.136667,AIGLUN,False,True
04004001,43.781666,6.006667,ALLEMAGNE-EN-PROVENCE,False,True
04004003,43.783333,6.006667,ALLEMAGNE-EN-PROVENCE BOURG,False,True
04006002,44.24167,6.625,LA FOUX,False,True
04006003,44.24167,6.626667,ALLOS BOURG,False,True
04006004,44.226665,6.631667,ALLOS,True,True
04006005,44.2425,6.625333,ALLOS_SAPC,True,True
04006400,44.289833,6.561667,LA FOUX D ALLOS_NIVO,True,True
04008001,43.968334,6.668333,ANNOT PRE DE MONGE,False,True
04008002,43.968334,6.668333,ANNOT AGGLOMERATION,False,True
04018001,44.038334,5.63,BANON,False,True
04018003,44.04,5.628333,BANON BOURG,False,True
04019001,44.391167,6.670167,BARCELONNETTE,True,True
04019004,44.388332,6.65,BARCELONNETTE BOURG,False,True
04019005,44.388332,6.65,BARCELONNETTE,False,True
04019006,44.388332,6.65,BARCELLONNETTE EN,False,True
04019404,44.36,6.584667,PRA LOUP_NIVO,True,True
04022001,43.95717,6.372333,BARREME,True,True
04022003,43.951668,6.366667,BARREME AGGLOMERATION,False,True
04023001,44.342667,6.178667,BAYONS,True,True
04024001,44.234333,6.357833,BEAUJEU,False,True
04024002,44.203335,6.37,BEAUJEU HAMEAU DE SAINT-PIERRE,False,True
04024004,44.20983,6.385167,BEAUJEU ST PIERRE,True,True
04027001,44.176666,5.878333,BEVONS,False,True
04027002,44.167,5.861833,BEVONS,False,True
04034003,43.9235,5.8865,LA BRILLANNE,False,True
04034004,43.934666,5.893667,LA BRILLANNE-SPC,True,True
04039001,43.849167,6.508,CASTELLANE,True,True
04039002,43.86667,6.496667,PALLUD,False,True
04039003,43.84667,6.511667,CASTELLANE AGGLOMERATION,False,True
04039011,43.84667,6.511667,CASTELLANE BOURG,False,True
04040001,44.18667,6.125,CASTELLARD,False,True
04040002,44.18667,6.125,CASTELLARD(LE),False,True
04041001,43.93833,5.9795,LE CASTELLET,True,True
04045001,43.850666,5.566,CERESTE,False,True
04049001,44.06217,5.989667,ST AUBAN,True,True
04049002,44.095,6.008333,CHATEAU-ARNOUX-SAINT-AUBAN-P-C,False,True
04049004,44.093334,6.006667,CHATEAU-ARNOUX-SAINT-AUBAN-BG,False,True
04049005,44.093334,6.006667,CHATEAU-ARNOUX-SAINT-AUBAN-BG,False,True
04051001,44.161835,5.726667,CHATEAUNEUF-MIRAVAIL,False,True
04061001,44.181667,6.625,COLMARS LA BUISSIERE,False,True
04063001,43.761665,5.75,CORBIERES LES AIRES,False,True
04063002,43.761665,5.75,CORBIERES PASSAGE A NIVEAU 4,False,True
04068001,43.909832,5.767167,DAUPHIN,True,True
04070002,44.095,6.235,DIGNE-LES-BAINS LES SIEYES,False,True
04070003,44.095,6.235,DIGNE-LES-BAINS LES DOURBES,False,True
04070005,44.095,6.235,DIGNE-LES-BAINS AGGLOMERATION,False,True
04070007,44.076668,6.186667,DIGNE,True,True
04070008,44.083332,6.225,DIGNE,True,True
04070009,44.07,6.186667,DIGNE LES BAINS,True,True
04074001,44.016666,6.253333,ENTRAGES,False,True
04076001,43.950333,6.8165,ENTREVAUX,False,True
04079001,44.083332,6.025,L'ESCALE BARRAGE,False,True
04085001,44.396667,6.091667,FAUCON-DU-CAIRE BOURG,False,True
04088001,43.962833,5.784667,FORCALQUIER,False,True
04088003,43.933334,5.78,FORCALQUIER,False,True
