lat,lon,altitude
43.4969,0.2156,190.8
43.4982,0.2465,184.5
43.4995,0.2774,227.3
43.5008,0.3083,217.4
43.5021,0.3392,231.8
43.5033,0.3702,213.9
43.5046,0.4011,174.5
43.5058,0.432,219.3
43.507,0.4629,185.9
43.5083,0.4938,235.7
43.5095,0.5247,206.1
43.5107,0.5557,223.0
43.5119,0.5866,212.5
43.5131,0.6175,206.8
43.5142,0.6484,254.1
43.5154,0.6794,219.1
43.5166,0.7103,257.3
43.5177,0.7412,206.1
43.5189,0.7721,192.9
43.52,0.8031,242.5
43.5211,0.834,222.7
43.5222,0.8649,230.9
43.5234,0.8959,201.6
43.5245,0.9268,196.5
43.5255,0.9577,190.4
43.5266,0.9887,173.9
43.5277,1.0196,207.9
43.5288,1.0506,198.4
43.5298,1.0815,264.3
43.5309,1.1124,284.5
43.5319,1.1434,252.7
43.5329,1.1743,212.9
43.534,1.2053,209.0
43.535,1.2362,188.9
43.536,1.2672,171.9
43.537,1.2981,170.8
43.538,1.3291,168.9
43.5389,1.36,163.1
43.5399,1.391,154.2
43.5409,1.4219,152.1
43.5418,1.4529,209.8
43.5427,1.4838,164.8
43.5437,1.5148,153.4
43.5446,1.5458,181.0
43.5455,1.5767,181.0
43.5464,1.6077,181.7
43.5473,1.6386,192.2
43.5482,1.6696,221.8
43.5491,1.7006,237.4
43.55,1.7315,252.3
43.5508,1.7625,222.4
43.5517,1.7935,205.8
43.5525,1.8244,221.4
43.5534,1.8554,242.9
43.5542,1.8864,231.0
43.555,1.9173,223.0
43.5558,1.9483,227.0
43.5566,1.9793,253.1
43.5574,2.0102,260.7
43.5582,2.0412,255.7
43.559,2.0722,220.6
43.5598,2.1032,193.4
43.5605,2.1341,173.0
43.5613,2.1651,190.0
43.562,2.1961,222.0
43.5627,2.2271,194.8
43.5635,2.258,188.4
43.5642,2.289,215.4
43.5649,2.32,238.1
43.5656,2.351,272.2
43.5663,2.382,384.0
43.5669,2.4129,516.5
43.5676,2.4439,648.7
43.5683,2.4749,741.6
43.5689,2.5059,764.1
43.5696,2.5369,794.3
43.5702,2.5679,783.2
43.5708,2.5988,814.7
43.5715,2.6298,837.0
43.5721,2.6608,856.9
43.5727,2.6918,888.4
43.5733,2.7228,948.5
43.5738,2.7538,946.8
43.5744,2.7848,992.3
43.575,2.8158,1031.0
43.5755,2.8468,877.4
43.5761,2.8777,532.9
43.5766,2.9087,555.0
43.5772,2.9397,408.8
43.5777,2.9707,409.3
43.5782,3.0017,338.9
43.5787,3.0327,255.5
43.5792,3.0637,231.3
43.5797,3.0947,238.9
43.5802,3.1257,289.0
43.5806,3.1567,325.5
43.5811,3.1877,371.0
43.5815,3.2187,381.4
43.582,3.2497,338.0
43.5824,3.2807,297.2
43.5828,3.3117,339.0
43.5833,3.3427,236.1
43.5837,3.3737,196.7
43.5841,3.4047,189.1
43.5845,3.4357,103.4
43.5848,3.4667,48.2
43.5852,3.4977,48.1
43.5856,3.5287,85.1
43.5859,3.5597,111.1
43.5863,3.5907,204.2
43.5866,3.6217,280.4
43.5869,3.6527,281.7
43.5873,3.6837,160.0
43.5876,3.7147,124.0
43.5879,3.7457,96.6
43.5882,3.7767,50.3
43.5885,3.8077,35.0
43.5887,3.8387,45.1
43.589,3.8697,29.7
43.5893,3.9007,12.3
43.5895,3.9318,14.2
43.5898,3.9628,5.8
43.59,3.9938,1.1
43.5902,4.0248,0.1
43.5904,4.0558,0.0
43.5906,4.0868,0.0
43.5908,4.1178,0.4
43.591,4.1488,1.2
43.5912,4.1798,0.7
43.5914,4.2108,0.8
43.5915,4.2418,0.5
43.5917,4.2728,0.2
43.5918,4.3038,0.5
43.592,4.3349,0.2
43.5921,4.3659,0.0
43.5922,4.3969,0.1
43.5923,4.4279,0.7
43.5924,4.4589,1.6
43.5925,4.4899,0.8
43.5926,4.5209,0.1
43.5927,4.5519,0.4
43.5927,4.5829,0.2
43.5928,4.6139,0.4
43.5928,4.6449,2.2
43.5929,4.676,4.9
43.5929,4.707,7.1
43.5929,4.738,14.2
43.5929,4.769,14.7
43.593,4.8,17.3
43.5929,4.831,21.0
43.5929,4.862,24.2
43.5929,4.893,34.9
43.5929,4.924,40.1
43.5928,4.9551,44.4
43.5928,4.9861,50.6
43.5927,5.0171,60.8
43.5927,5.0481,67.8
43.5926,5.0791,65.4
43.5925,5.1101,64.5
43.5924,5.1411,97.4
43.5923,5.1721,99.9
43.5922,5.2031,135.2
43.5921,5.2341,193.4
43.592,5.2651,211.4
43.5918,5.2962,229.1
43.5917,5.3272,249.0
43.5915,5.3582,271.5
43.5914,5.3892,297.5
43.5912,5.4202,318.7
43.591,5.4512,329.0
43.5908,5.4822,351.7
43.5906,5.5132,359.2
43.5904,5.5442,403.6
43.5902,5.5752,509.2
43.59,5.6062,574.0
43.5898,5.6372,463.6
43.5895,5.6682,413.8
43.5893,5.6993,451.2
43.589,5.7303,436.5
43.5887,5.7613,456.1
43.5885,5.7923,474.8
43.5882,5.8233,500.6
43.5879,5.8543,474.1
43.5876,5.8853,458.4
43.5873,5.9163,402.5
43.5869,5.9473,388.3
43.5866,5.9783,357.7
43.5863,6.0093,364.8
43.5859,6.0403,429.0
43.5856,6.0713,468.8
43.5852,6.1023,447.5
43.5848,6.1333,426.2
43.5845,6.1643,416.3
43.5841,6.1953,442.4
43.5837,6.2263,406.3
43.5833,6.2573,386.4
43.5828,6.2883,460.7
43.5824,6.3193,588.1
43.582,6.3503,651.7
43.5815,6.3813,640.0
43.5811,6.4123,450.8
43.5806,6.4433,530.0
43.5802,6.4743,514.8
43.5797,6.5053,412.7
43.5792,6.5363,330.0
43.5787,6.5673,347.6
43.5782,6.5983,276.7
43.5777,6.6293,249.0
43.5772,6.6603,249.2
43.5766,6.6913,287.5
43.5761,6.7223,296.6
43.5755,6.7532,240.6
43.575,6.7842,203.1
43.5744,6.8152,217.5
43.5738,6.8462,289.0
43.5733,6.8772,323.6
43.5727,6.9082,323.6
43.5721,6.9392,59.9
43.5715,6.9702,58.5
43.5708,7.0012,91.6
43.5702,7.0321,144.8
43.5696,7.0631,93.8
43.5689,7.0941,5.2
43.5683,7.1251,12.6
43.4277,-1.6077,5.3
43.4295,-1.5768,26.2
43.4313,-1.546,28.4
43.4331,-1.5152,47.3
43.4349,-1.4844,28.4
43.4366,-1.4535,39.4
43.4384,-1.4227,80.7
43.4401,-1.3919,53.2
43.4419,-1.361,67.0
43.4436,-1.3302,52.3
43.4454,-1.2994,47.9
43.4471,-1.2685,54.9
43.4488,-1.2377,63.1
43.4505,-1.2068,68.6
43.4522,-1.176,49.2
43.4539,-1.1451,39.1
43.4555,-1.1143,51.6
43.4572,-1.0834,67.4
43.4589,-1.0526,90.9
43.4605,-1.0217,37.9
43.4622,-0.9909,34.2
43.4638,-0.96,65.0
43.4654,-0.9292,73.0
43.467,-0.8983,101.3
43.4686,-0.8674,121.2
43.4702,-0.8366,130.5
43.4718,-0.8057,79.3
43.4734,-0.7748,90.3
43.475,-0.744,74.8
43.4765,-0.7131,96.1
43.4781,-0.6822,142.8
43.4796,-0.6513,169.3
43.4812,-0.6205,148.7
43.4827,-0.5896,128.9
43.4842,-0.5587,130.8
43.4857,-0.5278,124.9
43.4872,-0.4969,130.3
43.4887,-0.466,177.9
43.4902,-0.4352,186.0
43.4917,-0.4043,176.8
43.4932,-0.3734,181.6
43.4946,-0.3425,216.3
43.4961,-0.3116,184.5
43.4975,-0.2807,231.7
43.4989,-0.2498,210.7
43.5004,-0.2189,189.9
43.5018,-0.188,228.7
43.5032,-0.1571,182.9
43.5046,-0.1262,254.1
43.506,-0.0953,191.8
43.5073,-0.0644,212.4
43.5087,-0.0335,218.8
43.5101,-0.0026,170.2
43.5114,0.0283,162.6
43.5128,0.0592,177.2
43.5141,0.0901,179.3
43.5154,0.1211,161.5
43.5168,0.152,174.1
43.5181,0.1829,171.8
43.5194,0.2138,196.0
43.5207,0.2447,220.3
43.5219,0.2757,246.8
43.5232,0.3066,215.2
43.5245,0.3375,205.0
43.5257,0.3684,228.0
43.527,0.3993,177.9
43.5282,0.4303,199.5
43.5295,0.4612,181.7
43.5307,0.4921,236.7
43.5319,0.5231,200.0
43.5331,0.554,206.9
43.5343,0.5849,222.6
43.5355,0.6159,186.8
43.5367,0.6468,247.6
43.5378,0.6777,214.7
43.539,0.7087,236.4
43.5402,0.7396,230.0
43.5413,0.7706,197.5
43.5424,0.8015,200.1
43.5436,0.8325,220.0
43.5447,0.8634,210.7
43.5458,0.8943,228.1
43.5469,0.9253,213.2
43.548,0.9562,197.1
43.5491,0.9872,184.1
43.5501,1.0181,176.2
43.5512,1.0491,185.9
43.5523,1.0801,225.4
43.5533,1.111,262.0
43.5543,1.142,243.5
43.5554,1.1729,211.8
43.5564,1.2039,203.8
43.5574,1.2348,196.9
43.5584,1.2658,183.5
43.5594,1.2968,168.2
43.5604,1.3277,163.7
43.5614,1.3587,161.9
43.5623,1.3896,156.6
43.5633,1.4206,146.3
43.5642,1.4516,175.8
43.5652,1.4825,149.5
43.5661,1.5135,151.5
43.567,1.5445,165.3
43.568,1.5755,177.4
43.5689,1.6064,206.9
43.5698,1.6374,214.2
43.5707,1.6684,216.3
43.5715,1.6993,236.7
43.5724,1.7303,237.7
43.5733,1.7613,194.9
43.5741,1.7923,194.8
43.575,1.8233,208.7
43.5758,1.8542,209.9
43.5766,1.8852,250.3
43.5775,1.9162,264.3
43.5783,1.9472,267.0
43.5791,1.9782,276.2
43.5799,2.0091,269.7
43.5807,2.0401,273.7
43.5814,2.0711,282.3
43.5822,2.1021,192.2
43.583,2.1331,164.3
43.5837,2.1641,189.3
43.5845,2.1951,183.9
43.5852,2.2261,176.6
43.5859,2.257,207.3
43.5866,2.288,230.3
43.5873,2.319,284.5
43.588,2.35,336.3
43.5887,2.381,391.8
43.5894,2.412,455.5
43.5901,2.443,515.8
43.5907,2.474,666.2
43.5914,2.505,759.8
43.592,2.536,752.5
43.5927,2.567,727.3
43.5933,2.598,727.4
43.5939,2.629,713.2
43.5945,2.66,746.3
43.5951,2.691,766.9
43.5957,2.722,792.8
43.5963,2.753,822.7
43.5969,2.784,833.1
43.5974,2.815,898.2
43.598,2.846,929.7
43.5985,2.877,871.8
43.5991,2.908,971.5
43.5996,2.939,727.5
43.6001,2.97,906.8
43.6006,3.001,858.8
43.6012,3.032,597.5
43.6016,3.063,386.7
43.6021,3.094,266.5
43.6026,3.125,226.2
43.6031,3.1561,268.2
43.6035,3.1871,318.3
43.604,3.2181,358.7
43.6044,3.2491,355.7
43.6049,3.2801,350.0
43.6053,3.3111,305.7
43.6057,3.3421,289.3
43.6061,3.3731,222.9
43.6065,3.4041,179.0
43.6069,3.4352,138.4
43.6073,3.4662,61.5
43.6077,3.4972,42.0
43.608,3.5282,85.9
43.6084,3.5592,131.4
43.6087,3.5902,201.7
43.6091,3.6212,249.5
43.6094,3.6523,243.0
43.6097,3.6833,155.7
43.61,3.7143,177.0
43.6103,3.7453,122.6
43.6106,3.7763,84.7
43.6109,3.8073,50.1
43.6112,3.8384,65.0
43.6115,3.8694,40.6
43.6117,3.9004,25.8
43.612,3.9314,39.7
43.6122,3.9624,17.9
43.6124,3.9934,8.3
43.6127,4.0245,4.2
43.6129,4.0555,1.4
43.6131,4.0865,0.3
43.6133,4.1175,0.1
43.6135,4.1485,0.8
43.6137,4.1796,1.3
43.6138,4.2106,0.6
43.614,4.2416,0.4
43.6141,4.2726,0.0
43.6143,4.3036,0.0
43.6144,4.3347,0.1
43.6146,4.3657,0.1
43.6147,4.3967,0.3
43.6148,4.4277,1.6
43.6149,4.4588,2.1
43.615,4.4898,1.7
43.6151,4.5208,1.5
43.6151,4.5518,1.3
43.6152,4.5828,2.0
43.6153,4.6139,2.3
43.6153,4.6449,2.7
43.6153,4.6759,2.8
43.6154,4.7069,4.8
43.6154,4.738,11.6
43.6154,4.769,20.5
43.6154,4.8,21.1
43.6154,4.831,26.4
43.6154,4.862,31.5
43.6154,4.8931,37.6
43.6153,4.9241,44.8
43.6153,4.9551,50.1
43.6153,4.9861,54.5
43.6152,5.0172,65.0
43.6151,5.0482,64.8
43.6151,5.0792,64.7
43.615,5.1102,62.9
43.6149,5.1412,74.9
43.6148,5.1723,102.9
43.6147,5.2033,149.6
43.6146,5.2343,175.7
43.6144,5.2653,180.2
43.6143,5.2964,214.1
43.6141,5.3274,256.8
43.614,5.3584,316.3
43.6138,5.3894,392.4
43.6137,5.4204,431.3
43.6135,5.4515,418.4
43.6133,5.4825,317.2
43.6131,5.5135,320.5
43.6129,5.5445,409.5
43.6127,5.5755,410.5
43.6124,5.6066,358.4
43.6122,5.6376,332.5
43.612,5.6686,326.3
43.6117,5.6996,341.6
43.6115,5.7306,362.1
43.6112,5.7616,380.5
43.6109,5.7927,408.1
43.6106,5.8237,438.7
43.6103,5.8547,418.6
43.61,5.8857,413.6
43.6097,5.9167,407.0
43.6094,5.9477,380.6
43.6091,5.9788,447.8
43.6087,6.0098,489.0
43.6084,6.0408,552.8
43.608,6.0718,490.2
43.6077,6.1028,437.3
43.6073,6.1338,470.2
43.6069,6.1648,458.2
43.6065,6.1959,467.9
43.6061,6.2269,475.7
43.6057,6.2579,515.4
43.6053,6.2889,654.7
43.6049,6.3199,725.2
43.6044,6.3509,678.0
43.604,6.3819,593.4
43.6035,6.4129,603.5
43.6031,6.4439,561.5
43.6026,6.475,528.7
43.6021,6.506,668.6
43.6016,6.537,571.1
43.6012,6.568,409.2
43.6006,6.599,407.4
43.6001,6.63,321.4
43.5996,6.661,310.6
43.5991,6.692,254.8
43.5985,6.723,239.6
43.598,6.754,193.4
43.5974,6.785,215.2
43.5969,6.816,191.6
43.5963,6.847,198.3
43.5957,6.878,218.3
43.5951,6.909,115.6
43.5945,6.94,74.6
43.5939,6.971,123.8
43.5933,7.002,159.0
43.5927,7.033,198.1
43.592,7.064,144.3
43.5914,7.095,67.6
43.5907,7.126,6.4
43.4519,-1.5793,21.3
43.4537,-1.5485,56.7
43.4555,-1.5176,53.6
43.4572,-1.4868,13.3
43.459,-1.456,35.8
43.4608,-1.4251,67.8
43.4625,-1.3943,58.8
43.4643,-1.3634,30.3
43.466,-1.3326,46.1
43.4677,-1.3017,38.3
43.4695,-1.2709,23.4
43.4712,-1.24,63.2
43.4729,-1.2092,106.0
43.4746,-1.1783,95.7
43.4763,-1.1475,53.3
43.4779,-1.1166,43.4
43.4796,-1.0857,77.2
43.4813,-1.0549,45.5
43.4829,-1.024,22.3
43.4846,-0.9931,44.6
43.4862,-0.9623,84.7
43.4878,-0.9314,103.3
43.4894,-0.9005,110.1
43.491,-0.8696,105.0
43.4926,-0.8388,82.6
43.4942,-0.8079,76.1
43.4958,-0.777,88.6
43.4974,-0.7461,104.5
43.4989,-0.7152,137.9
43.5005,-0.6843,153.4
43.502,-0.6535,125.0
43.5036,-0.6226,113.0
43.5051,-0.5917,115.0
43.5066,-0.5608,110.5
43.5081,-0.5299,141.5
43.5096,-0.499,159.0
43.5111,-0.4681,153.5
43.5126,-0.4372,130.7
43.5141,-0.4063,163.2
43.5156,-0.3754,208.4
43.517,-0.3445,187.2
43.5185,-0.3136,200.3
43.5199,-0.2827,220.2
43.5213,-0.2518,191.6
43.5228,-0.2209,189.1
43.5242,-0.19,204.4
43.5256,-0.159,186.0
43.527,-0.1281,207.9
43.5284,-0.0972,199.4
43.5298,-0.0663,175.4
43.5311,-0.0354,228.2
43.5325,-0.0045,157.2
43.5338,0.0265,157.6
43.5352,0.0574,195.1
43.5365,0.0883,153.5
43.5379,0.1192,160.8
43.5392,0.1502,168.5
43.5405,0.1811,200.2
43.5418,0.212,219.8
43.5431,0.243,246.6
43.5444,0.2739,230.9
43.5456,0.3048,225.8
43.5469,0.3358,195.3
43.5482,0.3667,214.0
43.5494,0.3976,180.0
43.5507,0.4286,182.2
43.5519,0.4595,187.0
43.5531,0.4905,233.9
43.5543,0.5214,198.4
43.5555,0.5523,206.0
43.5567,0.5833,207.6
43.5579,0.6142,182.4
43.5591,0.6452,238.8
43.5603,0.6761,245.9
43.5614,0.7071,199.4
43.5626,0.738,238.6
43.5637,0.769,209.5
43.5649,0.8,184.1
43.566,0.8309,192.5
43.5671,0.8619,197.6
43.5682,0.8928,216.6
43.5693,0.9238,221.9
43.5704,0.9547,208.1
43.5715,0.9857,187.7
43.5726,1.0167,167.3
43.5736,1.0476,169.6
43.5747,1.0786,204.1
43.5757,1.1096,229.3
43.5768,1.1405,275.2
43.5778,1.1715,236.8
43.5788,1.2025,202.5
43.5798,1.2334,197.9
43.5808,1.2644,187.0
43.5818,1.2954,185.1
43.5828,1.3264,169.9
43.5838,1.3573,156.7
43.5848,1.3883,155.8
43.5857,1.4193,143.5
43.5867,1.4503,148.6
43.5876,1.4813,167.6
43.5886,1.5122,153.5
43.5895,1.5432,195.6
43.5904,1.5742,202.5
43.5913,1.6052,197.6
43.5922,1.6362,219.2
43.5931,1.6672,229.1
43.594,1.6981,213.1
43.5949,1.7291,208.6
43.5957,1.7601,178.4
43.5966,1.7911,191.2
43.5974,1.8221,227.2
43.5983,1.8531,237.9
43.5991,1.8841,238.7
43.5999,1.9151,259.7
43.6007,1.9461,272.5
43.6015,1.9771,234.4
43.6023,2.0081,216.9
43.6031,2.0391,260.7
43.6039,2.07,256.0
43.6046,2.101,185.4
43.6054,2.132,160.5
43.6062,2.163,178.1
43.6069,2.194,199.8
43.6076,2.225,191.7
43.6084,2.256,188.0
43.6091,2.2871,253.2
43.6098,2.3181,292.9
43.6105,2.3491,457.8
43.6112,2.3801,554.0
43.6118,2.4111,536.8
43.6125,2.4421,581.4
43.6132,2.4731,598.0
43.6138,2.5041,649.0
43.6145,2.5351,709.4
43.6151,2.5661,710.2
43.6157,2.5971,807.2
43.6164,2.6281,884.4
43.617,2.6591,754.6
43.6176,2.6902,744.3
43.6182,2.7212,750.3
43.6187,2.7522,887.8
43.6193,2.7832,932.5
43.6199,2.8142,916.0
43.6204,2.8452,933.5
43.621,2.8762,1008.7
43.6215,2.9073,1008.7
43.6221,2.9383,961.1
43.6226,2.9693,915.7
43.6231,3.0003,858.9
43.6236,3.0313,574.7
43.6241,3.0624,383.4
43.6246,3.0934,339.9
43.6251,3.1244,313.3
43.6255,3.1554,286.0
43.626,3.1864,325.5
43.6265,3.2175,376.2
43.6269,3.2485,359.4
43.6273,3.2795,230.0
43.6278,3.3105,182.4
43.6282,3.3415,328.8
43.6286,3.3726,272.3
43.629,3.4036,211.7
43.6294,3.4346,125.1
43.6298,3.4656,56.8
43.6301,3.4967,46.9
43.6305,3.5277,56.1
43.6308,3.5587,87.0
43.6312,3.5898,136.6
43.6315,3.6208,220.9
43.6319,3.6518,176.1
43.6322,3.6828,177.2
43.6325,3.7139,145.5
43.6328,3.7449,147.7
43.6331,3.7759,115.3
43.6334,3.807,79.4
43.6337,3.838,67.8
43.6339,3.869,60.7
43.6342,3.9,44.5
43.6344,3.9311,44.5
43.6347,3.9621,32.0
43.6349,3.9931,18.1
43.6351,4.0242,11.8
43.6353,4.0552,5.9
43.6355,4.0862,2.9
43.6357,4.1173,1.2
43.6359,4.1483,1.3
43.6361,4.1793,3.6
43.6363,4.2104,2.4
43.6364,4.2414,2.8
43.6366,4.2724,9.2
43.6367,4.3035,1.7
43.6369,4.3345,0.2
43.637,4.3655,0.1
43.6371,4.3966,1.8
43.6372,4.4276,2.4
43.6373,4.4586,0.9
43.6374,4.4897,0.8
43.6375,4.5207,0.7
43.6376,4.5517,1.5
43.6377,4.5828,2.9
43.6377,4.6138,3.4
43.6378,4.6448,3.0
43.6378,4.6759,3.7
43.6378,4.7069,5.1
43.6379,4.7379,8.3
43.6379,4.769,16.0
43.6379,4.8,19.6
43.6379,4.831,26.4
43.6379,4.8621,35.5
43.6378,4.8931,41.2
43.6378,4.9241,46.0
43.6378,4.9552,53.1
43.6377,4.9862,60.3
43.6377,5.0172,66.6
43.6376,5.0483,71.4
43.6375,5.0793,76.0
43.6374,5.1103,109.3
43.6373,5.1414,113.2
43.6372,5.1724,109.2
43.6371,5.2034,148.8
43.637,5.2345,177.2
43.6369,5.2655,198.0
43.6367,5.2965,234.6
43.6366,5.3276,300.7
43.6364,5.3586,351.6
43.6363,5.3896,399.8
43.6361,5.4207,336.3
43.6359,5.4517,298.3
43.6357,5.4827,228.2
43.6355,5.5138,250.9
43.6353,5.5448,277.8
43.6351,5.5758,257.3
43.6349,5.6069,261.1
43.6347,5.6379,297.9
43.6344,5.6689,340.5
43.6342,5.7,453.6
43.6339,5.731,437.7
43.6337,5.762,362.6
43.6334,5.793,348.8
43.6331,5.8241,349.0
43.6328,5.8551,347.9
43.6325,5.8861,414.4
43.6322,5.9172,409.4
43.6319,5.9482,459.2
43.6315,5.9792,520.1
43.6312,6.0102,562.9
43.6308,6.0413,569.1
43.6305,6.0723,494.4
43.6301,6.1033,517.3
43.6298,6.1344,508.4
43.6294,6.1654,461.7
43.629,6.1964,479.7
43.6286,6.2274,562.8
43.6282,6.2585,711.0
43.6278,6.2895,856.3
43.6273,6.3205,744.5
43.6269,6.3515,669.0
43.6265,6.3825,740.4
43.626,6.4136,801.4
43.6255,6.4446,735.2
43.6251,6.4756,659.9
43.6246,6.5066,661.4
43.6241,6.5376,613.0
43.6236,6.5687,483.3
43.6231,6.5997,617.1
43.6226,6.6307,478.4
43.6221,6.6617,322.4
43.6215,6.6927,284.5
43.621,6.7238,314.4
43.6204,6.7548,302.6
43.6199,6.7858,341.4
43.6193,6.8168,231.3
43.6187,6.8478,185.1
43.6182,6.8788,209.0
43.6176,6.9098,134.3
43.617,6.9409,127.8
43.6164,6.9719,137.0
43.6157,7.0029,227.0
43.6151,7.0339,179.9
43.6145,7.0649,119.2
43.6138,7.0959,63.1
43.6132,7.1269,4.6
43.4761,-1.551,51.1
43.4779,-1.5201,43.6
43.4796,-1.4893,17.9
43.4814,-1.4584,15.9
43.4832,-1.4275,18.2
43.4849,-1.3967,25.7
43.4867,-1.3658,28.7
43.4884,-1.335,19.9
43.4901,-1.3041,22.6
43.4919,-1.2732,14.4
43.4936,-1.2424,26.9
43.4953,-1.2115,85.8
43.497,-1.1806,40.6
43.4987,-1.1498,11.8
43.5003,-1.1189,51.4
43.502,-1.088,62.2
43.5037,-1.0571,32.0
43.5053,-1.0263,27.4
43.507,-0.9954,87.9
43.5086,-0.9645,93.2
43.5102,-0.9336,71.6
43.5118,-0.9027,52.3
43.5134,-0.8718,63.8
43.515,-0.841,76.2
43.5166,-0.8101,119.4
43.5182,-0.7792,131.9
43.5198,-0.7483,138.1
43.5213,-0.7174,133.5
43.5229,-0.6865,107.2
43.5244,-0.6556,95.9
43.526,-0.6247,93.2
43.5275,-0.5938,116.5
43.529,-0.5629,150.8
43.5305,-0.532,154.2
43.5321,-0.5011,124.4
43.5335,-0.4702,118.7
43.535,-0.4392,191.4
43.5365,-0.4083,211.3
43.538,-0.3774,188.8
43.5394,-0.3465,153.9
43.5409,-0.3156,208.8
43.5423,-0.2847,211.9
43.5438,-0.2537,168.1
43.5452,-0.2228,184.9
43.5466,-0.1919,165.6
43.548,-0.161,182.7
43.5494,-0.1301,188.1
43.5508,-0.0991,193.9
43.5522,-0.0682,158.6
43.5535,-0.0373,210.3
43.5549,-0.0063,148.8
43.5563,0.0246,162.5
43.5576,0.0555,169.2
43.5589,0.0865,141.5
43.5603,0.1174,152.1
43.5616,0.1483,173.2
43.5629,0.1793,196.6
43.5642,0.2102,237.0
43.5655,0.2412,225.0
43.5668,0.2721,207.9
43.5681,0.3031,205.2
43.5693,0.334,196.4
43.5706,0.365,204.3
43.5718,0.3959,187.6
43.5731,0.4269,159.5
43.5743,0.4578,204.8
43.5755,0.4888,245.0
43.5768,0.5197,204.5
43.578,0.5507,187.5
43.5792,0.5816,188.1
43.5803,0.6126,178.4
43.5815,0.6436,233.4
43.5827,0.6745,247.7
43.5839,0.7055,221.6
43.585,0.7365,190.5
43.5862,0.7674,210.6
43.5873,0.7984,210.2
43.5884,0.8294,178.6
43.5895,0.8603,192.8
43.5906,0.8913,191.6
43.5917,0.9223,205.3
43.5928,0.9532,218.8
43.5939,0.9842,197.0
43.595,1.0152,189.9
43.5961,1.0462,157.2
43.5971,1.0771,169.3
43.5982,1.1081,202.0
43.5992,1.1391,245.9
43.6002,1.1701,266.4
43.6013,1.2011,216.3
43.6023,1.2321,194.4
43.6033,1.263,188.3
43.6043,1.294,176.0
43.6053,1.325,184.2
43.6062,1.356,158.8
43.6072,1.387,150.5
43.6082,1.418,137.5
43.6091,1.449,153.3
43.6101,1.48,152.0
43.611,1.5109,184.1
43.6119,1.5419,187.0
43.6128,1.5729,199.4
43.6138,1.6039,205.0
43.6147,1.6349,205.2
43.6155,1.6659,194.1
43.6164,1.6969,170.6
43.6173,1.7279,181.2
43.6182,1.7589,209.6
43.619,1.7899,227.4
43.6199,1.8209,240.1
43.6207,1.8519,256.4
43.6215,1.8829,264.8
43.6224,1.9139,258.2
43.6232,1.9449,263.6
43.624,1.976,218.5
43.6248,2.007,204.6
43.6256,2.038,216.7
43.6263,2.069,175.2
43.6271,2.1,158.1
43.6279,2.131,175.7
43.6286,2.162,194.4
43.6293,2.193,214.7
43.6301,2.224,220.3
43.6308,2.2551,204.8
43.6315,2.2861,246.3
43.6322,2.3171,331.2
43.6329,2.3481,523.6
43.6336,2.3791,620.2
43.6343,2.4101,666.4
43.635,2.4412,607.7
43.6356,2.4722,535.1
43.6363,2.5032,565.7
43.6369,2.5342,797.3
43.6376,2.5652,773.2
43.6382,2.5963,843.1
43.6388,2.6273,978.6
43.6394,2.6583,910.8
43.64,2.6893,933.3
43.6406,2.7204,865.1
43.6412,2.7514,815.5
43.6418,2.7824,837.7
43.6423,2.8134,947.0
43.6429,2.8445,1043.7
43.6434,2.8755,1092.2
43.644,2.9065,1061.7
43.6445,2.9375,1059.2
43.645,2.9686,955.7
43.6456,2.9996,741.8
43.6461,3.0306,463.8
43.6466,3.0617,512.6
43.647,3.0927,449.1
43.6475,3.1237,353.7
43.648,3.1548,287.7
43.6485,3.1858,318.8
43.6489,3.2168,364.4
43.6494,3.2479,368.3
43.6498,3.2789,353.3
43.6502,3.3099,203.4
43.6506,3.341,176.4
43.651,3.372,144.2
43.6514,3.403,189.1
43.6518,3.4341,129.7
43.6522,3.4651,77.4
43.6526,3.4962,73.9
43.6529,3.5272,55.6
43.6533,3.5582,73.8
43.6537,3.5893,113.1
43.654,3.6203,252.6
43.6543,3.6514,198.3
43.6546,3.6824,202.3
43.655,3.7134,128.4
43.6553,3.7445,145.5
43.6555,3.7755,98.2
43.6558,3.8066,99.1
43.6561,3.8376,90.2
43.6564,3.8686,62.8
43.6566,3.8997,66.4
43.6569,3.9307,59.5
43.6571,3.9618,47.2
43.6574,3.9928,34.4
43.6576,4.0239,21.7
43.6578,4.0549,12.9
43.658,4.0859,7.5
43.6582,4.117,4.7
43.6584,4.148,4.2
43.6586,4.1791,5.8
43.6587,4.2101,4.2
43.6589,4.2412,2.4
43.6591,4.2722,29.2
43.6592,4.3033,35.9
43.6593,4.3343,27.7
43.6595,4.3654,5.0
43.6596,4.3964,5.1
43.6597,4.4274,4.7
43.6598,4.4585,2.6
43.6599,4.4895,1.7
43.66,4.5206,0.4
43.66,4.5516,1.2
43.6601,4.5827,3.9
43.6602,4.6137,4.5
43.6602,4.6448,7.7
43.6603,4.6758,25.3
43.6603,4.7069,24.2
43.6603,4.7379,22.0
43.6603,4.769,25.1
43.6603,4.8,28.3
43.6603,4.831,29.8
43.6603,4.8621,47.8
43.6603,4.8931,53.3
43.6603,4.9242,50.8
43.6602,4.9552,57.2
43.6602,4.9863,65.7
43.6601,5.0173,73.9
43.66,5.0484,80.6
43.66,5.0794,90.6
43.6599,5.1105,173.7
