NUM_POSTE,lat,lon,altitude
00000217,46.563333,2.519833,228
00000218,43.012667,1.501333,510
00000219,44.77,-1.135,2
00000220,48.855,2.415,83
00000221,49.112167,1.936167,98
00000222,46.435667,4.647833,258
00000223,50.139333,2.1805,146
00000224,46.931667,4.753333,232
00000225,43.551667,-0.983333,41
00000226,49.736667,0.826667,134
00000227,48.612,-3.8245,55
00000228,47.393833,0.976833,119
00000229,47.926833,-1.238667,83
00000230,48.144667,-3.730833,260
00000231,45.388667,4.687333,425
00000232,47.8225,-1.822167,8
00000233,45.955,2.166667,430
00000234,50.130333,2.779833,130
00000235,48.57,-3.408333,82
00000236,48.25,2.498333,140
00000237,48.523333,-4.605,65
00000238,48.15,-0.916667,110
00000239,48.373833,0.55,168
00000240,44.452167,6.033333,593
00000241,48.653333,6.191667,224
00000242,45.366667,0.166667,150
00000243,44.938167,6.7195,2134
00000244,50.948333,2.195,3
00000245,48.086667,3.773333,240
00000246,45.9085,3.844167,612
00000247,46.807833,0.020667,85
00000248,49.191667,-1.37,15
00000249,43.4,-0.941667,105
00000250,46.019833,-0.406667,36
00000251,43.968333,6.511667,890
00000252,50.2405,1.678833,5
00000253,43.266,0.060333,285
00000254,43.656667,4.115,6
00000255,47.836667,-0.718333,66
00000256,49.763333,1.593333,234
00000257,48.609333,7.066,305
00000258,43.003833,9.3595,72
00000259,48.883333,2.533333,58
00000260,47.503333,-0.8,51
00000261,47.824333,0.2745,81
00000262,49.396667,6.348333,270
00000263,45.772333,6.638833,1215
00000264,43.186667,2.453333,136
00000265,48.964667,3.011833,70
00000266,49.5025,4.363667,71
00000267,45.796667,-0.273333,20
00000268,45.837333,4.014167,435
00000269,44.221667,1.706667,282
00000270,47.114167,0.425167,39
00000271,45.988333,4.723333,190
00000272,43.126667,-0.303333,355
00000273,44.576667,4.283333,360
00000274,48.035333,-0.538667,90
00000275,48.843333,-0.885,192
00000276,43.408333,4.72,1
00000277,43.428833,6.7015,7
00000278,45.516833,3.742667,555
00000279,48.524833,-1.843667,30
00000280,46.925,3.053333,179
00000281,46.044333,3.870833,443
00000282,44.03,5.491667,850
00000283,46.368333,4.635,340
00000284,48.401833,-2.572167,91
00000285,48.4245,-0.628167,128
00000286,44.386667,0.818333,210
00000287,42.696167,9.452,2
00000288,47.24,-2.152167,12
00000289,43.4235,6.738,7
00000290,45.206833,6.278833,1573
00000291,45.052333,5.053667,168
00000292,43.418333,-0.66,88
00000293,46.261667,6.633333,780
00000294,44.975,5.571667,800
00000295,48.839167,2.367333,34
00000296,43.752,0.961,132
00000297,45.775,2.966667,1461
00000298,42.104167,9.103333,1019
00000299,42.945,-0.175,1105
00000300,44.217667,5.143333,285
00000301,46.311667,6.678333,800
00000302,46.734667,6.115833,966
00000303,42.788333,1.188333,702
00000304,44.8345,5.09,820
00000305,49.25,4.025,175
00000306,47.683333,-0.883333,45
00000307,48.105,5.153333,317
00000308,43.545,-0.253333,130
00000309,49.656667,0.493333,135
00000310,50.113333,2.047167,87
00000311,48.548,-4.664167,40
00000312,44.773333,2.885,1113
00000313,44.155,3.68,450
00000314,43.725,5.548333,250
00000315,45.685667,3.782,1393
00000316,43.386667,-1.305,135
00000317,45.2815,2.657333,853
00000318,48.365,4.473333,132
00000319,49.49,2.636667,82
00000320,45.949,0.062167,88
00000321,43.760667,2.438833,635
00000322,44.992,2.416667,630
00000323,46.323333,-0.461667,40
00000324,49.506,-1.733333,114
00000325,42.956667,2.561667,460
00000326,44.701667,4.798333,100
00000327,45.3875,5.718,380
00000328,48.742,-3.251,55
00000329,48.493333,-0.623333,120
00000330,48.473333,-1.736667,90
00000331,43.8,7.4,672
00000332,47.269833,1.0425,93
00000333,45.241667,4.668333,350
00000334,43.642167,7.037167,190
00000335,46.44,4.765833,259
00000336,49.543333,1.068333,50
00000337,43.236667,2.758333,56
00000338,44.215,4.943333,118
00000339,43.691667,7.1,165
00000340,43.9235,5.8865,385
00000341,48.078333,7.101667,610
00000342,48.663333,-1.375,3
00000343,44.499333,1.144667,112
00000344,43.4445,6.199167,171
00000345,45.766667,6.028333,575
00000346,43.8355,5.793333,457
00000347,48.739,0.358167,280
00000348,45.056667,6.040833,720
00000349,44.368333,-0.518333,78
00000350,43.933333,0.248333,167
00000351,42.429333,9.412167,185
00000352,46.924,-0.744,175
00000353,47.355,-1.918333,66
00000354,43.221667,6.338333,542
00000355,45.763333,2.893333,800
00000356,45.5475,0.674333,262
00000357,47.936667,4.355,195
00000358,48.294833,-2.499333,201
00000359,44.869833,6.090167,1285
00000360,48.433333,0.212167,146
00000361,49.231667,5.891667,230
00000362,43.926333,-0.668667,55
00000363,48.004167,6.263167,319
00000364,44.471667,5.781667,755
00000365,44.716667,4.416667,430
00000366,48.452,-0.183167,277
00000367,47.826,2.848333,140
00000368,48.743333,-0.02,157
00000369,49.651667,2.371667,89
00000370,43.938167,5.2255,488
00000371,45.877833,6.323,630
00000372,50.869667,1.582833,48
00000373,46.120667,1.052833,246
00000374,44.065,3.828333,555
00000375,43.65,-0.916667,50
00000376,46.248333,3.638333,285
00000377,48.026333,3.669833,122
00000378,48.841667,-0.853333,225
00000379,43.352333,6.206667,266
00000380,49.183333,-0.36,40
00000381,49.306167,4.050667,91
00000382,47.251333,4.561,412
00000383,45.3545,5.262667,346
00000384,50.181667,2.991667,72
00000385,49.370333,1.987167,145
00000386,46.849667,5.962,657
00000387,45.626,2.462833,730
00000388,49.2595,-1.299167,15
00000389,45.688333,4.62,450
00000390,45.551333,3.368833,460
00000391,45.535333,3.262333,372
00000392,43.885,4.646667,12
00000393,48.373333,7.053333,442
00000394,46.048333,4.061,283
00000395,44.87,-0.94,43
00000396,49.138333,5.193333,215
00000397,43.303333,3.335,22
00000398,45.386,6.716667,1420
00000399,45.866667,3.533333,450
00000400,45.826667,6.153333,460
00000401,49.556667,2.056667,131
00000402,44.658333,1.44,330
00000403,47.07,4.089667,439
00000404,46.930333,4.4675,400
00000405,48.418667,-3.303167,257
00000406,47.981333,6.209167,314
00000407,43.792,3.457833,620
00000408,42.785,0.02,1011
00000409,46.339833,-0.166167,173
00000410,42.834667,0.873667,1966
00000411,43.977333,-0.2375,100
00000412,48.662833,1.489667,92
00000413,46.617833,4.213833,290
00000414,46.0685,6.399833,453
00000415,44.091667,5.408333,765
00000416,46.878333,2.566167,160
00000417,44.8,4.1,1050
00000418,48.201667,-4.281667,35
00000419,48.450167,2.2695,152
00000420,48.0415,1.080667,161
00000421,43.665,5.35,330
00000422,42.01,9.325,19
00000423,43.3535,1.821667,190
00000424,47.795,7.030167,547
00000425,47.686667,0.041667,38
00000426,45.175,-0.75,19
00000427,44.308333,-0.778333,60
00000428,49.658,5.039833,153
00000429,44.401667,-0.78,45
00000430,49.02,3.106667,185
00000431,45.193667,6.674167,1228
00000432,49.75,3.466667,119
00000433,48.532833,4.119667,98
00000434,47.601667,0.483333,70
00000435,49.101333,0.559833,166
00000436,46.896,5.740167,313
00000437,44.431667,-1.2475,35
00000438,48.616667,6.455,228
00000439,48.794167,8.001333,120
00000440,50.947333,2.591167,7
00000441,48.101667,5.145,317
00000442,49.431667,5.38,200
00000443,45.701,2.058667,827
00000444,49.048667,3.421167,64
00000445,43.0735,1.357667,293
00000446,49.431667,5.612833,257
00000447,48.706667,7.63,185
00000448,44.072667,2.555833,600
00000449,44.965333,2.0,562
00000450,43.955,4.028333,120
00000451,44.924333,2.839333,1000
00000452,45.3,-0.066667,120
00000453,47.6815,5.295167,293
00000454,49.874833,3.031167,87
00000455,44.855333,2.540667,800
00000456,48.148333,3.7425,243
00000457,43.8275,1.475833,115
00000458,49.031,6.056333,180
00000459,45.478333,0.253333,90
00000460,43.380167,-0.933667,73
00000461,48.463833,2.9455,117
00000462,45.247667,6.732667,2166
00000463,42.791667,0.262,1012
00000464,42.140167,8.9835,583
00000465,44.413667,6.725167,1240
00000466,49.141667,2.288333,45
00000467,48.551667,3.285,96
00000468,44.702833,2.413667,439
00000469,44.0,3.886667,350
00000470,49.605,4.96,200
00000471,44.85,0.185667,28
00000472,48.581,5.959833,336
00000473,46.8,2.65,174
00000474,49.406667,5.981667,358
00000475,46.573333,1.501667,178
00000476,45.905,0.035,67
00000477,50.376667,2.358333,92
00000478,47.906667,3.711667,124
00000479,47.218333,-1.553333,41
00000480,43.5565,6.9505,2
00000481,42.763333,1.481667,740
00000482,48.179667,0.710167,122
00000483,43.623333,6.223333,497
00000484,45.274833,6.8145,1280
00000485,45.5645,0.832667,335
00000486,45.9765,5.329333,250
00000487,48.897333,5.533333,226
00000488,49.316667,6.09,193
00000489,47.375,-1.1815,27
00000490,46.558333,6.018333,925
00000491,44.8675,2.14,705
00000492,44.6305,0.556167,136
00000493,49.945167,1.3565,144
00000494,48.708333,2.068333,95
00000495,50.833333,2.211667,5
00000496,47.329167,3.381333,252
00000497,49.103333,1.533333,147
00000498,44.425,6.006667,580
00000499,43.714833,4.171667,17
00000500,42.580333,2.4105,770
00000501,47.908333,4.733333,298
00000502,45.319333,1.323,305
00000503,49.208333,2.7,132
00000504,49.459667,0.594,18
00000505,45.373667,7.057167,1830
00000506,42.670333,9.442167,25
00000507,48.990333,1.484333,146
00000508,44.018333,2.4,470
00000509,46.771667,2.495,195
00000510,49.943833,2.718833,47
00000511,46.5795,0.332333,75
00000512,47.728333,0.573333,126
00000513,42.970167,1.5645,519
00000514,43.7,1.038333,204
00000515,49.789333,0.632333,58
00000516,48.503833,-4.327667,76
00000517,49.300833,3.960667,135
00000518,44.9455,6.188167,1570
00000519,45.985333,1.400167,450
00000520,45.906833,5.718167,603
00000521,45.796,2.473667,770
00000522,43.486667,5.526667,176
00000523,49.283333,1.206667,10
00000524,45.801667,6.11,1666
00000525,42.375,9.508333,20
00000526,45.833,5.106667,196
00000527,45.815,5.403333,222
00000528,43.283333,2.73,48
00000529,43.798333,3.871667,150
00000530,45.765,5.0,194
00000531,43.708833,6.5095,884
00000532,44.593333,6.155,815
00000533,48.9855,-0.136667,62
00000534,43.77,4.425,94
00000535,45.493833,6.049167,264
00000536,48.387,1.986167,147
00000537,45.110167,4.682333,557
00000538,48.865333,2.402167,94
00000539,47.895,5.092167,310
00000540,43.471667,4.786667,2
00000541,49.285,-1.54,46
00000542,47.5,1.68,109
00000543,42.377,8.749167,195
00000544,45.7495,5.1725,202
00000545,49.040333,2.406667,108
00000546,43.856667,6.175,740
00000547,44.154667,2.425667,500
00000548,45.066667,4.386667,1150
00000549,45.75,6.418333,425
00000550,47.4415,0.319667,88
00000551,43.7,4.083333,27
00000552,48.541167,-0.414833,151
00000553,45.533333,5.67,239
00000554,42.8265,2.0865,600
00000555,42.229667,9.031333,1372
00000556,43.977,6.520167,920
00000557,45.121667,3.528333,560
00000558,49.05,2.921667,118
00000559,43.143,6.366833,103
00000560,43.873167,1.983333,199
00000561,45.919167,3.342833,300
00000562,43.788333,4.028333,67
00000563,43.792167,0.208167,175
00000564,46.178333,6.708333,1000
00000565,45.662333,6.371833,332
00000566,45.59,4.955,185
00000567,46.6475,0.502667,121
00000568,48.7435,7.61,252
00000569,44.839333,4.524,760
00000570,43.093333,5.855,78
00000571,49.185667,6.887833,205
00000572,46.08,6.563333,477
00000573,46.046667,6.646667,1120
00000574,49.21,-0.835333,105
00000575,46.852667,0.287,95
00000576,47.278333,0.162167,31
00000577,44.089833,6.988,1464
00000578,47.991167,-3.5015,97
00000579,47.481667,-3.115,5
00000580,46.560333,0.074833,137
00000581,48.004167,-2.093667,138
00000582,45.156667,1.535,108
00000583,43.603333,3.045,700
00000584,43.490833,-0.5435,130
00000585,46.743667,6.3415,1193
00000586,43.417167,5.042833,101
00000587,48.803333,2.04,160
00000588,48.257833,0.910167,235
00000589,48.176833,0.12,55
00000590,47.275,6.383333,550
00000591,48.968,-1.15,132
00000592,47.316167,5.126167,217
00000593,43.9615,3.835167,237
00000594,43.796,7.414667,848
00000595,43.470833,0.043167,176
00000596,42.951833,2.374833,350
00000597,43.655,3.306167,184
00000598,46.241667,5.968333,605
00000599,45.490667,4.811167,157
00000600,45.351667,7.051167,2741
00000601,43.986667,4.105,170
00000602,48.533333,-4.383333,61
00000603,46.1,6.576667,630
00000604,42.4235,9.353333,522
00000605,49.435833,0.820833,30
00000606,49.883333,2.316667,41
00000607,45.642667,2.0955,915
00000608,49.376,0.731333,136
00000609,48.185,6.946667,455
00000610,44.875333,3.580167,1019
00000611,43.693333,4.61,5
00000612,47.015,3.335,245
00000613,47.772833,6.746333,529
00000614,43.803333,3.108333,435
00000615,46.376667,6.156667,488
00000616,46.153333,4.591667,300
00000617,43.491167,6.3575,203
00000618,42.991667,-0.41,1600
00000619,44.1,6.933333,1659
00000620,45.182,5.552167,1069
00000621,45.295833,4.556833,562
00000622,42.51,2.121667,1600
00000623,46.026667,6.048333,580
00000624,44.055,0.258333,114
00000625,49.616667,3.016667,75
00000626,44.676667,6.633333,880
00000627,48.951667,2.496667,49
00000628,43.125,-0.206667,315
00000629,48.448333,-4.623333,72
00000630,43.682833,3.583167,65
00000631,47.343333,1.185,100
00000632,49.765,1.958333,125
00000633,45.300333,3.419667,435
00000634,46.108333,1.368333,314
00000635,44.3975,0.764,59
00000636,46.211667,6.416667,1400
00000637,47.591167,-2.891333,15
00000638,48.978333,5.702333,258
00000639,49.396667,4.698333,122
00000640,46.73,-0.593333,181
00000641,44.733333,-0.262333,66
00000642,48.899167,-1.302167,172
00000643,45.482333,6.0935,351
00000644,43.17,-0.59,235
00000645,44.09,1.54,85
00000646,47.292333,-2.430167,4
00000647,49.435,3.451667,174
00000648,41.92,8.739,8
00000649,45.101333,1.9375,190
00000650,49.633333,2.3,79
00000651,43.581667,-0.88,110
00000652,42.835167,0.9345,1010
00000653,48.959167,1.5055,141
00000654,44.613333,2.805,868
00000655,46.050333,4.485167,456
00000656,45.139,2.096,585
00000657,48.09,0.653333,108
00000658,46.166667,5.706667,530
00000659,49.8875,2.017333,61
00000660,46.1755,1.950333,365
00000661,45.823333,0.823333,245
00000662,44.055,7.255,1130
00000663,45.320667,6.995333,1713
00000664,50.333333,3.3,43
00000665,48.75,5.115,250
00000666,47.987833,4.775167,230
00000667,43.401667,2.408333,718
00000668,48.881667,4.035,115
00000669,48.8915,7.7395,179
00000670,44.19,6.748333,1659
00000671,45.777167,0.1015,63
00000672,44.258333,0.295,45
00000673,49.160667,1.242,146
00000674,48.227167,-1.247333,125
00000675,45.765,3.115,403
00000676,41.505167,9.103667,20
00000677,48.841167,-1.055167,191
00000678,48.731667,0.818333,203
00000679,48.063667,-2.945833,83
00000680,49.833333,4.493333,195
00000681,46.016667,1.183333,328
00000682,48.066667,7.266667,240
00000683,47.733333,-2.783333,133
00000684,44.713333,2.762,860
00000685,43.835,-0.3,92
00000686,43.768333,3.858333,130
00000687,44.18,5.256667,1450
00000688,43.689,0.601167,122
00000689,46.060667,4.313,425
00000690,47.279833,1.597667,83
00000691,42.909,0.179,1745
00000692,47.331833,1.1655,77
00000693,46.024667,6.644,1151
00000694,45.680833,1.189,336
00000695,43.445333,5.698667,264
00000696,48.131667,-1.94,37
00000697,46.459333,-0.204,129
00000698,42.587333,2.679833,347
00000699,47.738833,-3.2325,20
00000700,49.116667,5.56,264
00000701,43.531333,5.442667,215
00000702,50.151667,3.34,94
00000703,45.67,0.02,85
00000704,49.166667,-0.566667,110
00000705,47.543667,6.433,290
00000706,49.135167,6.303333,255
00000707,44.318333,5.871667,590
00000708,48.876667,2.328333,35
00000709,43.792333,6.7345,1105
00000710,46.152667,0.2955,134
00000711,42.882667,1.207167,515
00000712,48.766667,2.183333,86
00000713,43.683333,7.328333,138
00000714,42.696667,2.098333,1220
00000715,44.685,5.093333,320
00000716,49.508833,2.919,43
00000717,48.094333,5.602167,323
00000718,47.218833,6.815,884
00000719,50.829833,2.568833,42
00000720,48.126167,-1.6435,66
00000721,46.8295,-1.752333,62
00000722,48.71,6.186667,152
00000723,45.881167,0.9005,182
00000724,48.174333,-2.559333,168
00000725,43.645167,1.661167,158
00000726,46.243,-1.561667,10
00000727,44.583333,2.033333,290
00000728,43.588333,6.156667,390
00000729,47.833333,2.225,107
00000730,46.417667,0.486333,128
00000731,43.513333,3.276667,120
00000732,44.111667,1.486667,90
00000733,47.76,4.023333,257
00000734,48.893333,2.525,112
00000735,49.383833,-1.68,72
00000736,48.761667,5.59,232
00000737,48.938333,2.523333,65
00000738,48.789667,7.603333,174
00000739,41.548333,9.116667,335
00000740,48.325,1.085,230
00000741,42.958333,1.608333,380
00000742,43.726,7.355,388
00000743,48.295,4.071667,115
00000744,43.536667,-0.836667,167
00000745,44.7645,0.767167,140
00000746,48.579667,-1.233,36
00000747,43.324333,-0.7535,135
00000748,43.54,3.456667,38
00000749,45.205,5.52,1020
00000750,43.995,3.823333,540
00000751,42.679833,9.389333,572
00000752,45.352667,4.470833,1071
00000753,43.004167,6.395333,103
00000754,48.748667,5.626667,240
00000755,43.014833,2.4005,593
00000756,42.885333,0.964833,850
00000757,43.258,5.964833,309
00000758,44.319167,6.693,1660
00000759,47.146667,5.55,215
00000760,46.816667,-1.266667,68
00000761,43.316667,1.953333,170
00000762,42.791167,0.388,1460
00000763,47.061667,5.815,254
00000764,45.183833,3.057,694
00000765,45.12,5.811667,1095
00000766,44.201667,-1.235,8
00000767,43.779167,2.187167,218
00000768,47.441667,6.581667,320
00000769,47.951667,-3.168333,112
00000770,49.962,2.108833,17
00000771,48.333333,3.066667,83
00000772,47.698333,6.956667,395
00000773,47.42,5.53,195
00000774,49.25,4.05,99
00000775,48.237167,2.343833,133
00000776,48.697167,-0.361333,215
00000777,48.5775,3.586,95
00000778,43.579667,7.091167,13
00000779,43.23,1.936667,370
00000780,45.423,4.068,861
00000781,45.041667,6.336667,1650
00000782,43.248333,-0.155,312
00000783,45.854167,4.244667,514
00000784,43.596667,4.851667,21
00000785,42.4625,2.117,2350
00000786,42.878333,2.348333,452
00000787,47.885333,0.5595,154
00000788,50.502667,2.3255,180
00000789,44.39,0.31,39
00000790,42.794167,0.504667,969
00000791,44.222667,6.937333,1605
00000792,44.914833,4.4375,418
00000793,44.431667,5.367,475
00000794,47.752667,1.198167,120
00000795,48.434333,4.587,123
00000796,43.881667,2.012,204
00000797,45.606667,4.065,402
00000798,48.118833,-1.212167,105
00000799,48.266333,3.905167,158
00000800,42.551667,1.789,2087
00000801,44.123333,5.413333,725
00000802,46.546,1.417667,150
00000803,47.996667,-2.901667,99
00000804,48.791667,-3.025,5
00000805,42.415,9.365,730
00000806,43.554333,6.129,375
00000807,45.141,1.07,270
00000808,47.741667,2.875,163
00000809,48.024,-0.386667,68
00000810,49.265,5.556667,220
00000811,46.263333,-0.49,15
00000812,44.643333,4.871667,280
00000813,44.474667,4.136167,430
00000814,49.036667,7.94,172
00000815,49.334,-0.430667,2
00000816,49.085667,2.550667,141
00000817,47.2865,3.225333,278
00000818,49.543333,1.18,146
00000819,42.972833,-0.072167,446
00000820,47.577,-0.386333,23
00000821,48.0675,4.411333,275
00000822,48.566667,-0.1,350
00000823,48.491667,2.796667,90
00000824,47.517333,0.262667,69
00000825,45.743333,2.428333,767
00000826,43.612,-1.001,75
00000827,47.618333,7.253333,350
00000828,47.881167,2.505167,125
00000829,41.747167,9.172,808
00000830,45.821667,5.944667,375
00000831,45.214333,-0.782833,26
00000832,48.519167,-3.596167,244
00000833,45.75,6.585,1750
00000834,49.033333,2.031667,39
00000835,49.061833,2.230167,156
00000836,49.166667,4.033333,178
00000837,45.243333,6.266667,1585
00000838,45.286667,6.875,2100
00000839,50.561667,2.478333,30
00000840,45.05,3.62,985
00000841,43.76,7.478333,75
00000842,45.957833,2.187833,486
00000843,41.918,8.792667,5
00000844,48.318667,-0.222333,172
00000845,42.375,9.491667,14
00000846,48.909167,2.346,44
00000847,47.915833,4.9345,270
00000848,45.229333,5.071833,452
00000849,46.933333,2.0,135
00000850,42.6555,2.547833,251
00000851,46.171667,0.848333,220
00000852,44.7555,3.975333,1264
00000853,43.15,2.793333,85
00000854,48.27,2.715,73
00000855,43.526667,6.433333,232
00000856,45.651667,0.603333,261
00000857,44.648333,0.15,70
00000858,47.750667,0.876333,73
00000859,44.463167,-0.186167,114
00000860,48.816667,5.89,245
00000861,49.222833,5.030667,180
00000862,49.275,-0.563333,50
00000863,48.802167,3.92,143
00000864,48.126667,-1.196667,100
00000865,44.365667,3.738333,875
00000866,41.652333,8.979333,62
00000867,42.943333,2.256667,222
00000868,44.291667,5.415,625
00000869,42.103333,9.511667,20
00000870,45.658667,6.3165,530
00000871,47.248333,4.405,403
00000872,42.729167,-0.031167,1840
00000873,43.885667,2.465667,610
00000874,49.401667,6.156667,300
00000875,47.308333,3.551667,270
00000876,48.275,-3.571667,120
00000877,45.612667,6.763333,865
00000878,43.143333,1.375,387
00000879,43.588333,1.453333,144
00000880,45.845,4.584167,280
00000881,48.338333,6.636667,286
00000882,43.318333,-0.473333,150
00000883,48.923333,3.808333,172
