NUM_POSTE_obs,lat_obs,lon_obs,NUM_POSTE_mod,lat_mod,lon_mod
81023001,43.751667,2.825,10733,43.7546,2.8095
81037001,43.613333,2.481667,9027,43.6132,2.4731
81041001,43.95,1.891667,13571,43.9591,1.8969
81042001,43.637667,2.276167,9302,43.6315,2.2861
81043001,43.778,1.971,11277,43.7811,1.9682
81046001,43.873167,1.983333,12427,43.8717,1.9949
8105001,49.759667,4.716,83607,49.7499,4.7305
8105003,49.773667,4.739667,83767,49.7723,4.7305
8105004,49.761667,4.72,83767,49.7723,4.7305
8105005,49.782833,4.643167,83764,49.7722,4.6263
81055002,43.412833,2.0775,6591,43.4019,2.0796
81060001,44.051667,2.156667,14734,44.0552,2.1423
81061001,43.986667,2.023333,13863,43.9847,2.0206
81062001,43.676667,2.53,9873,43.6818,2.5324
81062002,43.65,2.45,9588,43.6574,2.4402
81064001,44.016667,1.75,14432,44.0222,1.7374
81065002,43.6,2.248333,9020,43.6084,2.256
81065003,43.6155,2.235333,9019,43.6076,2.225
81069001,44.074167,1.955667,15017,44.073,1.9537
81070001,43.81,1.736667,11845,43.8202,1.7482
8107001,49.511,4.2155,81739,49.5016,4.2125
81074001,43.921667,2.225,13006,43.9219,2.2109
81076001,43.575,1.881667,8726,43.5766,1.8852
81078001,43.668667,2.007833,9856,43.6697,2.0048
81081002,43.491333,2.139667,7621,43.4932,2.1372
8109002,49.283833,4.9545,79487,49.2785,4.9376
81091001,43.656667,2.441667,9588,43.6574,2.4402
81093001,43.881667,2.012,12428,43.8725,2.026
81099001,43.9,1.898333,12710,43.8917,1.9003
81099002,43.9,1.898333,12710,43.8917,1.9003
81099004,43.883333,1.866667,12709,43.8909,1.8692
81105002,43.758333,1.996667,10991,43.7594,2.0004
81115001,43.475,2.638333,7369,43.4817,2.6332
81115002,43.478333,2.657833,7370,43.4823,2.6642
81121001,43.4695,2.580833,7102,43.458,2.5722
81124001,43.708333,2.704167,10161,43.708,2.7179
81124002,43.706667,2.69,10160,43.7074,2.6869
81130001,43.576667,2.273333,8739,43.5866,2.288
81134001,43.623333,2.601667,9031,43.6157,2.5971
81134002,43.601667,2.61,8749,43.5933,2.598
81138001,43.82,2.036667,11854,43.8276,2.0282
81139001,43.708333,2.136667,10426,43.7176,2.1268
81139002,43.689333,2.147667,10143,43.696,2.1589
81140001,43.715,1.821667,10416,43.7096,1.8163
81140002,43.693667,1.866167,10134,43.6889,1.8795
8116001,49.510333,4.766167,81755,49.503,4.7654
81163001,43.463333,2.346333,7095,43.4533,2.3557
81168001,44.143333,2.178333,15889,44.1457,2.1694
81170001,44.075,2.135,15023,44.0776,2.1412
81171001,43.869333,1.855333,12423,43.8684,1.8703
81176001,43.964,1.897333,13571,43.9591,1.8969
81182001,43.716167,2.321167,10432,43.722,2.3132
81182002,43.72,2.325,10432,43.722,2.3132
81182004,43.725,2.3555,10433,43.7227,2.3443
81192002,43.677167,2.873667,9884,43.6884,2.874
81192005,43.633333,2.8255,9319,43.6423,2.8134
81201001,44.125,2.245,15605,44.1248,2.233
81203001,43.855,2.393167,12153,43.8588,2.4008
81217001,43.996167,1.715333,14142,43.9989,1.7074
81217002,43.981,1.680667,13852,43.9756,1.6774
81219001,43.570333,2.009167,8730,43.5799,2.0091
81220001,43.788333,1.681667,11556,43.796,1.6872
81222001,43.779167,2.187167,11284,43.7865,2.1859
81225001,43.908333,1.963333,12998,43.9158,1.9615
81231001,43.472,2.584167,7367,43.4804,2.5713
81244001,44.045,2.126667,14733,44.0544,2.111
81266001,43.648333,1.976667,9573,43.6464,1.9749
81267001,43.760667,2.438833,11005,43.7697,2.4356
81267003,43.754167,2.434333,10721,43.7472,2.4365
81276001,43.909833,1.680167,12989,43.9082,1.6811
81283001,43.948333,1.94,13284,43.9374,1.9292
81284001,43.914667,2.116333,13003,43.9197,2.1174
81292001,44.107167,2.279667,15317,44.103,2.2653
81301001,43.806667,2.33,11577,43.8125,2.3404
81304001,44.093333,2.118333,15312,44.0993,2.1089
81304002,44.1265,2.122167,15601,44.1218,2.1079
81305001,43.696167,2.432167,10152,43.7023,2.4384
81308001,44.018333,2.4,14164,44.016,2.3942
81308002,44.018333,2.398333,14164,44.016,2.3942
81309002,44.073167,1.796833,15012,44.0688,1.7975
81313001,44.0,1.916667,14149,44.0048,1.9259
81314001,43.736667,2.581667,10441,43.728,2.5928
81315001,43.626667,2.098333,9296,43.6271,2.1
81321001,43.523333,2.461667,7903,43.5234,2.4767
8145001,49.658,5.039833,82965,49.6599,5.0427
8176001,49.446667,5.003333,81136,49.4355,5.0071
8185001,49.988333,4.707167,85027,49.9966,4.6953
8188002,49.821667,4.828333,84077,49.8172,4.8348
8190001,50.143833,4.842833,85549,50.1312,4.835
8198001,49.341667,4.87,80202,49.3459,4.8689
82002001,44.082833,1.410167,15290,44.0804,1.4212
82002002,44.081667,1.41,15290,44.0804,1.4212
82005001,43.791667,1.266667,11542,43.7828,1.2519
82013001,43.886667,0.99,12967,43.8867,0.9959
82018001,44.09,1.54,15294,44.0842,1.5462
82018003,44.097333,1.508167,15582,44.1057,1.5137
82022001,44.261667,0.9795,17739,44.2682,0.9703
82023001,43.945,1.166667,13548,43.9378,1.1799
82026001,44.051667,1.665,14719,44.0429,1.6737
82033002,44.04,1.106667,14990,44.048,1.1103
82033003,44.04,1.106667,14990,44.048,1.1103
82033005,44.087,1.129667,15570,44.0939,1.1386
82033006,44.061667,1.118333,15280,44.0704,1.1088
82034001,44.011667,0.914,14695,44.0191,0.9245
82037001,44.163333,1.536667,16425,44.174,1.5411
82038001,44.235,1.78,16973,44.226,1.7892
82038004,44.26,1.721667,17500,44.2692,1.7241
82038005,44.221667,1.706667,16970,44.2234,1.6952
82038006,44.220167,1.704167,16970,44.2234,1.6952
82039001,44.115,1.503333,15582,44.1057,1.5137
82039002,44.111667,1.486667,15581,44.1048,1.4824
82044001,43.927167,1.386,13267,43.9224,1.3994
82045001,43.971667,1.118333,14123,43.9807,1.1146
82049001,44.086667,0.815,15560,44.0831,0.8262
82049002,44.098333,0.79,15845,44.1044,0.7934
82051001,44.175667,1.166667,16684,44.1847,1.1641
82069001,44.213833,1.866167,16706,44.2052,1.853
8207001,50.116,4.7795,85465,50.1088,4.765
82072001,44.113333,0.85,15847,44.1067,0.8559
82073001,44.103333,0.946667,15850,44.11,0.9496
82076001,44.125833,1.339333,15862,44.1224,1.3248
82079001,43.92,1.366667,13266,43.9214,1.3682
82084001,44.291667,0.945,18000,44.2895,0.9375
82087001,44.128333,1.241667,15859,44.1194,1.231
82087003,44.158333,1.213333,16415,44.1643,1.2282
82089001,44.125,0.823333,16127,44.128,0.8231
82093001,43.93,1.083333,13545,43.9347,1.0864
82094001,44.259333,1.145167,17482,44.2521,1.1598
82094002,44.256667,1.136667,17481,44.251,1.1285
82094004,44.271,1.1155,17744,44.2735,1.1271
82097003,43.933833,0.902833,13539,43.9283,0.8994
82098001,44.015,1.431667,14422,44.0131,1.4252
82099001,44.105,1.186667,15572,44.096,1.2011
82099002,44.103333,1.18,15571,44.0949,1.1699
82109001,44.058333,0.968333,15275,44.0651,0.9527
82112001,44.105,1.085,15854,44.1143,1.0747
82112002,44.163333,1.073333,16410,44.1592,1.0717
82112004,44.113833,1.054333,15853,44.1132,1.0434
82113001,44.193333,1.361667,16690,44.1907,1.352
82113003,44.196,1.358833,16690,44.1907,1.352
82114001,43.893667,1.2375,12975,43.895,1.245
82117001,44.322333,1.004833,18263,44.3141,0.9987
82121002,44.028,1.376667,14709,44.0336,1.3615
82121005,44.016667,1.36,14420,44.0112,1.3628
82125001,43.95,1.25,13550,43.9399,1.2422
82128001,44.218333,1.408333,16961,44.2151,1.4132
82132001,44.076667,1.62,15296,44.086,1.6087
82132002,44.085333,1.607,15296,44.086,1.6087
82134001,44.073333,1.521667,15293,44.0833,1.515
82135001,43.891667,1.438333,12981,43.9009,1.4319
82145001,44.023333,1.643333,14429,44.0196,1.6437
82145002,44.021667,1.658333,14429,44.0196,1.6437
82148001,44.261833,1.6125,17496,44.2656,1.5987
